,names,scores,logfoldchanges,pvals,pvals_adj,log_pval
29,Pla2g7,22.773643,1.278197,8.369108044702945e-115,1.7543545354084852e-113,114.0773208253885
30,Ighm,21.908052,1.1660506,2.1769512181932308e-106,4.397441460750326e-105,105.66215130265705
31,Aqp4,21.815706,1.2484348,1.6461212282283628e-105,3.2084924290556333e-104,104.78353818442635
32,Fgf13,20.030443,2.2970452,2.989854778341286e-89,5.72711837713305e-88,88.52434990548717
33,Slc38a1,19.765604,1.2530087,5.888982621715594e-87,1.1089253716484787e-85,86.22995972727384
34,Caln1,19.700062,2.3509886,2.1535464266520035e-86,3.987650133350627e-85,85.66684576117956
35,Cxcl14,19.677834,1.4295911,3.339820129424568e-86,6.08285272752573e-85,85.47627692208121
36,Kcnh3,18.690784,2.8130372,5.884040876455961e-78,9.904802142034202e-77,77.23032431888849
37,Nr2f1,18.686218,1.1871666,6.409869549967333e-78,1.0628903089572696e-76,77.19315080890642
38,Syndig1l,18.391886,2.2229805,1.5258110597290263e-75,2.456776938201374e-74,74.81649924147769
39,Satb1,17.98848,1.1201365,2.398454989226327e-72,3.650251360315684e-71,71.62006842733945
40,Nfia,17.810135,0.85539734,5.896754931277209e-71,8.853100984660783e-70,70.22938692109545
41,Lrrc10b,17.805159,2.18858,6.444988922250755e-71,9.54717692349412e-70,70.19077782478219
42,Penk,17.365593,1.8755709,1.5034095142560266e-67,2.1977473293926914e-66,66.82292270566913
43,Ucp2,17.059614,1.2515341,2.965092221299041e-65,4.278204490731473e-64,64.5279617945161
44,S1pr1,16.800972,1.0073788,2.400795160207304e-63,3.419594132038865e-62,62.61964489308195
45,Adcy2,16.756264,1.0953716,5.096604329996379e-63,7.167503051425288e-62,62.29271908113942
46,Neurod2,16.586706,2.4432025,8.696013090047817e-62,1.2076588178803905e-60,61.06067981518082
47,Igfbp4,16.543278,1.5323576,1.7901268412645996e-61,2.455346815611074e-60,60.74711619555103
48,Pde1a,16.485203,2.0199778,4.687259484181358e-61,6.350664984055474e-60,60.32908100350374
49,Coro1a,16.25668,1.4120065,2.003012895699496e-59,2.6811413579784818e-58,58.69831625464396
50,Ermn,16.152874,0.823185,1.083905354814574e-58,1.4335938680940375e-57,57.96500863816321
51,Gpr37l1,15.558482,1.0266397,1.3936459453869466e-54,1.8003960992149974e-53,53.85584754438356
52,Cplx3,15.453769,1.8856529,7.115785588339345e-54,9.08693998694829e-53,53.14777714647962
53,Zeb2,15.280088,0.70253986,1.0380021340337127e-52,1.2957532257432076e-51,51.98380175361847
54,Gabbr2,15.157414,1.8744422,6.768210517120062e-52,8.263166906066362e-51,51.16952614154679
55,Nxph3,15.111129,2.0108492,1.3677742238961523e-51,1.651736046465897e-50,50.863985584931946
56,Slc32a1,15.101833,2.2084777,1.5749227215361088e-51,1.8814399393834589e-50,50.802740751356176
57,Nbl1,14.926502,1.2868735,2.2158910060461945e-50,2.6189945826780024e-49,49.65445160524182
58,Bcl11a,14.556908,1.8472742,5.279219210856014e-48,6.17390794027477e-47,47.27743030426376
59,Rgs5,14.494891,1.241283,1.3050970185722133e-47,1.5103779037851344e-46,46.88435720245259
60,Vgf,14.346054,2.2271104,1.1277334162516125e-46,1.2784814545464708e-45,45.94779355064867
61,Meis2,14.080274,0.98095,5.021483036898126e-45,5.635219852519009e-44,44.29916800006176
62,Etv1,13.871025,0.93088216,9.491036637689627e-44,1.0544541704473176e-42,43.022686350118434
63,Sox21,13.86758,1.0978485,9.957914546433584e-44,1.0953706001076943e-42,43.00183160493057
64,Scn4b,13.821095,2.761906,1.901539445787654e-43,2.0711865924216505e-42,42.72089466109635
65,Gsta4,13.508414,1.301301,1.394933905955627e-41,1.5046325917637881e-40,40.85544636942176
66,Rprm,13.446881,1.6140345,3.211321625247099e-41,3.4305560823553145e-40,40.493316196122976
67,Arhgef26,13.290419,0.97272843,2.6310222069985406e-40,2.7838720685479797e-39,39.579875486260086
68,Hspb8,12.881887,1.4159219,5.692648477657169e-38,5.910777998763659e-37,37.24468563314387
69,Gad2,12.641996,1.8793781,1.2386821120319839e-36,1.2625466297867286e-35,35.90704013406293
70,Mef2c,12.317185,1.2789189,7.32050287657086e-35,7.327097924207411e-34,34.135459084376265
71,Gsto1,12.081639,1.096008,1.3205980833221785e-33,1.3099861344383396e-32,32.879229337384984
72,Emp2,11.811606,0.877092,3.4000101272698584e-32,3.3428418153954096e-31,31.468519789366315
73,Gda,11.795272,0.90792423,4.128648161558012e-32,3.988633136948654e-31,31.38419212560301
74,Rorb,11.643694,1.0759447,2.470775497529071e-31,2.36640653254724e-30,30.60716671417451
75,Kcnj4,11.518184,2.3512,1.0683941323855026e-30,1.0145178470771738e-29,29.971268505786938
76,Cpne2,11.296143,0.87160283,1.3710855222968753e-29,1.2800638783796878e-28,28.86293545498203
77,Wnt7b,11.281564,1.473153,1.6184247068630665e-29,1.4983915411040559e-28,28.790907500249368
78,Nr4a2,11.276796,1.4801898,1.7085451682021262e-29,1.5687551089855886e-28,28.767373535424397
79,Bcl11b,11.262602,2.3793705,2.0074366729345097e-29,1.828083724287082e-28,28.697358146188208
80,Oprm1,11.227816,2.8494976,2.9774794237834876e-29,2.6894143413198817e-28,28.526151231077147
81,C130074G19Rik,11.2039795,1.1484609,3.898202852681658e-29,3.4926640075236468e-28,28.409135565036753
82,Emx2,11.008148,0.9460219,3.4910481084409827e-28,3.0782178162523268e-27,27.457044166342943
83,Gpr88,10.82189,2.0632033,2.7112723901377954e-27,2.3532997073774148e-26,26.566826848486965
84,Hrh3,10.738239,2.269447,6.731571008487121e-27,5.797500302658287e-26,26.171883568659265
85,Ednrb,10.687386,0.74536186,1.1661240211866536e-26,9.889799904873069e-26,25.933255258451176
86,Thrsp,10.545914,0.7667938,5.30545409969125e-26,4.465423867240135e-25,25.275277438426155
87,Cldn5,10.351541,0.72538376,4.1180349823609213e-25,3.4142812428380474e-24,24.38530996840721
88,Tmem176b,10.181063,0.69788164,2.4091542855826583e-24,1.9680664788840688e-23,23.618135386289918
89,Nr2e1,9.9916315,0.977782,1.6582903421878225e-23,1.3447887373508546e-22,22.78033942856814
90,Neurod6,9.950698,1.7867571,2.5041983838190918e-23,2.0160611626253704e-22,22.601331269077765
91,Egr3,9.898089,2.0454085,4.243029019627014e-23,3.3913706768385706e-22,22.372323997924457
92,Nfib,9.831505,0.42168218,8.237811979659168e-23,6.537292221000954e-22,22.08418812463116
93,Epha7,9.784137,1.7849295,1.3171438507298146e-22,1.037834622809095e-21,21.880366791350628
94,Sox1,9.7748575,0.9080744,1.4436046365693094e-22,1.1294681346679597e-21,21.840551731743293
95,Tshz2,9.706984,1.3282282,2.815457459402533e-22,2.187393872305045e-21,21.550451030314203
96,Pvalb,9.687122,1.4651055,3.420298024799105e-22,2.6388549344109758e-21,21.46593605040976
97,Hrk,9.571406,1.822667,1.054612349120989e-21,8.02516657447547e-21,20.976907147546843
98,Ldb2,9.443205,1.3972802,3.6154829836969526e-21,2.714055131680618e-20,20.441833678136163
99,Grik3,9.387025,1.1786908,6.171889462802157e-21,4.601992747096105e-20,20.209581860658947
100,Nfix,9.290878,0.43772113,1.5302031553442812e-20,1.1333704703916644e-19,19.81525090683736
101,C1ql1,9.237211,0.8686969,2.530055887367139e-20,1.8615179409701268e-19,19.596869885422173
102,Dbx2,9.175997,1.0172361,4.4741507528487436e-20,3.270250977904575e-19,19.34928938679564
103,Hs3st2,9.116686,1.7221404,7.745694801214571e-20,5.58796553516194e-19,19.11093961924765
104,Ntrk3,8.831089,0.78173804,1.0366129962278094e-18,7.335522540185326e-18,17.98438335062417
105,Unc13c,8.808096,1.1537901,1.2728900283839588e-18,8.950511528699863e-18,17.895209115693614
106,Sox6,8.795418,0.7874496,1.4251666911517892e-18,9.95824021301659e-18,17.84613433648803
107,Crym,8.784547,1.6952693,1.569957316998057e-18,1.0901391119905258e-17,17.804112154752676
108,Isoc1,8.675125,0.8456324,4.130964041975087e-18,2.8506217705803244e-17,17.38394858532837
109,Ascl1,8.439945,1.0974572,3.174865941359666e-17,2.1639730434666192e-16,16.498274608059223
110,Nefh,8.404492,1.942141,4.2971768328532906e-17,2.9110752812804916e-16,16.36681677432349
111,Necab1,8.233809,1.8488007,1.8135206495315988e-16,1.2211039040179433e-15,15.741477494990319
112,Satb2,8.200575,1.6882014,2.3924085323573567e-16,1.6011842647283273e-15,15.621164657376337
113,Arx,8.187063,1.0303726,2.6767799000486176e-16,1.7807799215293498e-15,15.572387337488504
114,Bmpr1b,7.966433,0.6865277,1.633201925142644e-15,1.073661147238744e-14,14.786960116822556
115,Gfra1,7.9526505,0.39611572,1.8256293066336577e-15,1.1931024468647021e-14,14.73858740118664
116,Lamp5,7.9174643,1.9843552,2.4240359179983516e-15,1.574914564266765e-14,14.615460949327156
117,Cnr1,7.8315725,1.2908477,4.8180525741774395e-15,3.1121258197157764e-14,14.317128465327594
118,Cnih3,7.7265344,1.2463257,1.1051411339007123e-14,7.056389653814319e-14,13.95658225613243
119,Sox5,7.7170243,1.1012554,1.190767766732381e-14,7.559674221941002e-14,13.92417292992028
120,Tnnt1,7.6777587,1.3274463,1.618963225763044e-14,1.0219705362629215e-13,13.790763015996207
121,Adora1,7.5732627,0.26019135,3.6396502700654953e-14,2.2717142977768343e-13,13.438940345218457
122,Myl4,7.5199046,1.6930659,5.4816238241056476e-14,3.4022816025594266e-13,13.26109077118993
123,Prss12,7.4919715,1.6485369,6.784662489696682e-14,4.164508301686748e-13,13.168471751911115
124,Fezf2,7.482121,0.79203063,7.313244874987193e-14,4.4642939868740503e-13,13.135889884517061
125,Syt6,7.144373,1.438783,9.040779584583305e-13,5.371286694370081e-12,12.043794118785156
126,Doc2b,6.9775915,2.1857579,3.002834667290721e-12,1.7651583679153392e-11,11.522468578909903
127,Adh5,6.9305706,0.34704983,4.191458195875904e-12,2.4509000292726998e-11,11.377634860983482
128,Rgs6,6.920296,0.90066105,4.506999877721387e-12,2.6216109236379378e-11,11.346112453711788
129,Apex1,6.7174907,0.7513412,1.8488041268960363e-11,1.0698028046778627e-10,10.733109098096788
130,Gpr26,6.6961427,1.7535298,2.1399257664740476e-11,1.2318432780065632e-10,10.669601291963833
131,Ccdc3,6.691794,1.0825949,2.2045119380545763e-11,1.2624808057621826e-10,10.65668754500405
132,Pdzrn3,6.673827,0.6735779,2.492169675393661e-11,1.4198976971089012e-10,10.603422392759809
133,Adora2a,6.593626,1.152064,4.29211869926484e-11,2.4083554923652713e-10,10.367328276053033
134,Zic1,6.5274506,0.80495363,6.689853284559667e-11,3.69772487519691e-10,10.174583406657414
135,Mpped2,6.403869,0.8499928,1.5148809955461437e-10,8.33184547550379e-10,9.819621482678249
136,Pafah1b3,6.399959,1.2354778,1.5541881188874737e-10,8.505926108788094e-10,9.808496415361263
137,Lrp4,6.354159,0.271272,2.095700391550866e-10,1.1413348701044177e-09,9.678670805465421
138,Calb1,6.3260875,1.8278556,2.5145565662049134e-10,1.3627669975871507e-09,9.59953859026205
139,Drd2,6.2183075,2.039608,5.025458526340427e-10,2.7103322440602985e-09,9.29882430676826
140,Acta2,6.1563773,1.2785581,7.442783210333933e-10,3.994653210957005e-09,9.128264630736313
141,Cd24a,6.0575705,1.1813333,1.3819297311046735e-09,7.311066339320439e-09,8.859514039573511
142,Sp9,5.940151,1.8469186,2.8475953251900606e-09,1.49230113504064e-08,8.545521728702386
143,Tox3,5.884049,0.8016367,4.003491265088012e-09,2.088206007282996e-08,8.397561114709756
144,Drd1,5.8796654,1.6311071,4.110970156613712e-09,2.134246656073754e-08,8.386055675947704
145,Syndig1,5.8268223,1.4328763,5.649278904545463e-09,2.9192320292790743e-08,8.24800698364303
146,Mafb,5.81249,0.58974826,6.155044610582395e-09,3.1658585936838156e-08,8.21076879503818
147,Myo5b,5.8067994,1.9590682,6.367837070805076e-09,3.2602152007670226e-08,8.196008057103855
148,Igf2,5.700522,0.88379765,1.1944131093317442e-08,6.059328604874739e-08,7.922845438639365
149,Cckbr,5.5997133,1.2964984,2.1470686279603376e-08,1.0745014620107816e-07,7.668154073743471
150,Chrm3,5.58186,1.3074653,2.379599335459258e-08,1.1855313281144555e-07,7.623496161030657
151,4930452B06Rik,5.539529,2.0827549,3.03286264920732e-08,1.4975601792308146e-07,7.518147257358984
152,Pax6,5.4907393,0.4818691,4.002543641238412e-08,1.967622117440653e-07,7.397663924106801
153,Tox2,5.4865756,0.94126123,4.098003456676716e-08,2.0056748195453003e-07,7.387427679606129
154,Mfge8,5.410036,0.27470693,6.301197866247816e-08,3.070452118158475e-07,7.200576882728886
155,Nudt14,5.375317,0.8498527,7.644801121002375e-08,3.7088969630714576e-07,7.116633808247045
156,Palld,5.2804923,1.1040411,1.2883709240703032e-07,6.196450634814316e-07,6.889959084891085
157,Chrm1,5.2766004,1.5440992,1.316025558629394e-07,6.302174119126106e-07,6.880735676175009
158,Ankrd63,5.205083,2.2318728,1.9390978959163742e-07,9.206571634030306e-07,6.71240026488568
159,Slc30a3,5.086396,1.5925549,3.649312444198551e-07,1.725270691704081e-06,6.437788951932051
160,Dlx2,5.069223,1.356772,3.9944346354582183e-07,1.8788819090374603e-06,6.398544681200101
161,Rxrg,5.068575,1.1663942,4.0080559175686597e-07,1.8788819090374603e-06,6.397066228128309
162,Sv2c,4.9671855,1.1488377,6.79316405221901e-07,3.1710946479055966e-06,6.167927897243049
163,Gucy1a1,4.9525285,0.66267467,7.325525920290067e-07,3.4052967771724956e-06,6.135161190621525
164,Igfbp6,4.699171,1.6578405,2.612193277572365e-06,1.2042102619846048e-05,5.582994692528006
165,Ddo,4.639339,0.8412679,3.4952504716657885e-06,1.6046377165374756e-05,5.456521697009954
166,Plcxd3,4.591677,1.505867,4.3969842101706955e-06,2.010308418724133e-05,5.35684509395456
167,Lypd1,4.5897646,1.1304206,4.437462578288895e-06,2.0205003788848206e-05,5.352865296384436
168,St6galnac5,4.5699463,0.94313717,4.878493618586729e-06,2.2032546383129494e-05,5.31171425876143
169,2900052N01Rik,4.484371,1.1390966,7.3129336785524725e-06,3.262919404366184e-05,5.1359083652013915
170,Synpo2,4.4453664,0.8931189,8.774229509055396e-06,3.899267593824218e-05,5.056791009865802
171,Dlx6os1,4.397496,1.2931439,1.0950669551370835e-05,4.8470891918617524e-05,4.960559326159394
172,Adad1,4.375809,2.6089966,1.209826986852904e-05,5.333800723784033e-05,4.917276732185602
173,Nxph4,4.319009,1.8254181,1.567313632765367e-05,6.855454511820168e-05,4.80484408882168
174,Mafa,4.280706,0.828709,1.8630152760580626e-05,8.085195201955109e-05,4.729783584029939
175,Rcn1,4.219688,0.66473854,2.44640758231032e-05,0.00010534724123824672,4.611471185892502
176,Maf,4.1137857,0.48789376,3.892226446418568e-05,0.0001669599838598853,4.409801900785705
177,Elfn1,4.09599,0.7629021,4.203676133835454e-05,0.00017962631479581496,4.376370750946891
178,Epha6,4.0292706,1.3735087,5.5950185247071675e-05,0.00023545702958142664,4.2521984712152054
179,Lmcd1,3.9988396,0.6796546,6.365382144436043e-05,0.00026586238956648287,4.196175518445836
180,Rmst,3.980928,0.5581559,6.864674126944605e-05,0.0002856424327728635,4.163380074338205
181,Pou3f2,3.9775012,0.40092656,6.964325363397332e-05,0.00028870766711695654,4.157120947458889
182,Spon1,3.918987,0.42173445,8.892186356641197e-05,0.00036725721346573864,4.050991444217216
183,Nptx2,3.8971744,1.1400243,9.732153691679196e-05,0.00040046010190576247,4.011791041241307
184,Nr4a3,3.8282137,1.2321975,0.00012907662378335567,0.0005291665277612846,3.889152402823715
185,Ets1,3.8143609,0.3800614,0.00013653585934432898,0.0005556459330825989,3.8647532719192075
186,Ddit4l,3.8020027,0.79374033,0.00014353118961309518,0.00058198230532901,3.8430537156197184
187,Rab3b,3.7691813,0.6584678,0.0001637838450990462,0.0006592893184965229,3.7857289373151675
188,Cgnl1,3.7114522,0.4220111,0.00020607346879612947,0.0008235526037140283,3.685977918444649
189,Egln3,3.7085626,0.92146283,0.00020843919262398622,0.0008300213010940813,3.6810206177141938
190,Actn2,3.6960826,2.0539017,0.00021895167531107713,0.0008687689688235954,3.659651727450286
191,Col6a1,3.650222,1.6747454,0.0002620137955609947,0.00103226002435555,3.581675841587568
192,Pgm5,3.6265154,0.6891955,0.00028727169292688717,0.0011277697909603238,3.541707166250737
193,Lmo2,3.5914855,0.33055767,0.00032879835517771487,0.0012862499035297226,3.4830703636959437
194,Esrrg,3.5814228,1.7358874,0.0003417282031391897,0.0013321404690794377,3.4663191770037836
195,Cdh9,3.5068407,1.2073748,0.0004534606395069611,0.0017492873975424783,3.3434604038338613
196,Syt10,3.4895496,0.89598536,0.00048383529205548413,0.0018600034929883837,3.315302456383524
197,Sstr2,3.4850085,1.3375081,0.0004921215165682185,0.001885334499680313,3.30792764629987
198,Ier3ip1,3.4664059,0.54653233,0.0005274663282120015,0.002013797562348913,3.2778052591363775
199,Calb2,3.454158,1.5975691,0.0005520137832846019,0.002100299017908194,3.258050078195236
200,Rasgrp2,3.4196327,0.5188821,0.0006270573690370089,0.002369594343537813,3.2026927240553444
201,Rgs12,3.4103663,0.25532654,0.0006487567888670774,0.002443284042140078,3.187918084477461
202,Lsp1,3.4041934,0.8376327,0.0006635977027775119,0.0024907332695466747,3.178095126072597
203,Rgs16,3.3620667,0.6363769,0.0007736143111720758,0.0028938905714214684,3.111475504791687
204,Galnt14,3.3307524,1.1724234,0.0008661160925715926,0.003218244076411503,3.0624238920656897
205,Dlx6,3.324517,1.2471563,0.0008857185527248457,0.0032801110402576783,3.0527042582671746
206,Akr7a5,3.3184493,0.19827555,0.0009051873100949328,0.003341073426961696,3.0432615430893564
207,Bhlhe22,3.312041,0.762998,0.0009261791783178957,0.0034072353215602058,3.033304986722915
208,Igfbpl1,3.2790375,1.2798909,0.001041618346472101,0.003819267270397704,2.9822913792929477
209,Chrna4,3.2692494,0.76970667,0.0010783317826514305,0.003940877008308353,2.967247594246391
210,Slit3,3.2641778,1.4983883,0.0010978220811542535,0.0039989519087291,2.9594680382410465
211,Kcng1,3.2581282,1.3602815,0.0011214973441702404,0.004071841664618095,2.950201750537166
212,Kcnk9,3.2512543,1.5581688,0.001148969859925344,0.00415799841816631,2.9396913636875124
213,Lhfp,3.2205315,0.42279524,0.0012795319089353655,0.004600517640217447,2.8929488792166103
214,Fn1,3.1976821,0.26038158,0.0013853691148285417,0.004949019570979131,2.8584344986748205
215,Cd34,3.1669493,0.28816426,0.0015404717153848248,0.005485461781386348,2.8123462713587672
216,Trpc4,3.1497838,1.2320099,0.0016339123397564191,0.005799605781052338,2.786771247302562
217,Tox,3.0944386,0.5520762,0.0019718570773081456,0.006954708612347141,2.7051245664667305
218,Kcnip1,3.0816724,1.4178941,0.0020584115393658163,0.007214180505474516,2.6864677921548554
219,Ust,3.0761077,0.2729318,0.002097219914840612,0.0073270796395846546,2.6783560269528204
220,Samd5,3.0496185,0.77575016,0.0022913221515754824,0.007955184095001127,2.6399138462904004
221,Grm1,3.03742,1.905649,0.0023861263726124306,0.008258524610505951,2.6223065592093158
222,Tead1,3.028617,0.43962172,0.0024567605331032426,0.008476586808315846,2.6096371732798826
223,Sema5a,3.0197666,0.32346264,0.0025296960927402214,0.008681306662115904,2.5969316500390818
224,Cckar,3.019524,2.8295534,0.002531722194892487,0.008681306662115904,2.596583951041885
225,Rpp25,3.0174906,1.3094089,0.002548768768099994,0.008712868004181825,2.593669563233518
226,Ramp3,2.9749277,1.281395,0.0029305758871434645,0.009956788411670914,2.533047028098798
227,Kcnab3,2.9380145,0.8838107,0.003303214401639002,0.01115462370887821,2.481063236654693
228,Htr7,2.8751054,1.8080175,0.00403892721831889,0.01359772163500693,2.393733972768928
229,Car8,2.8562984,0.9666221,0.0042861208235776774,0.014386345120830209,2.3679355905798953
230,Gem,2.8468697,0.95939225,0.004415141501975679,0.01476556143851039,2.3550553730507535
231,Asic4,2.8421981,0.7989151,0.004480364460401644,0.01490324825001864,2.3486866563805906
232,Gli3,2.8113403,0.32726467,0.004933556251256928,0.01631303867603109,2.3068399157091126
233,Cpne9,2.7814844,1.335149,0.005411094003243112,0.017786169933736974,2.2667149213002498
234,Prdm8,2.7441535,1.860816,0.006066715279838133,0.01982388434088284,2.217046386677303
235,Vwc2,2.7155652,1.4485478,0.006616274568206183,0.021556249399639498,2.179386480332387
236,Sertm1,2.6934426,1.2434018,0.007071830947493153,0.022973111645218983,2.1504681297043167
237,Adgrd1,2.6883767,1.6037271,0.00718003347238411,0.023256609877022584,2.1438735311284756
238,Fosl2,2.6830993,0.8266953,0.0072943356725463475,0.02349335053265576,2.137014255091299
239,Adgrf5,2.6830497,0.24874473,0.007295414881877802,0.02349335053265576,2.136950005239106
240,Zic2,2.6777542,0.22199066,0.007411757323179714,0.023799024237146423,2.130078808852508
241,Trhde,2.6746008,0.9090905,0.007481826890554678,0.023911671343532028,2.1259923444332696
242,Galnt18,2.6742399,0.43849432,0.007489884453239555,0.023911671343532028,2.125524882127975
243,Fyb,2.6615517,0.36533386,0.0077781404024530095,0.024760785063396254,2.109124221710512
244,Clic6,2.6366243,1.5603799,0.008373547784553806,0.026504306520339825,2.077090496988613
245,Rasd1,2.5995896,1.095781,0.009333528249094983,0.02937549542420546,2.02995415373932
246,Rarb,2.5928628,0.9488944,0.009518074882120328,0.029871698288236395,2.021450882772844
247,Creb3l1,2.5916648,0.62648463,0.009551278269694553,0.02989146523276239,2.0199385018900893
248,Tmie,2.55509,0.6096397,0.010616036971913878,0.03313038504437168,1.9740375776464258
249,Rspo1,2.528959,0.8275129,0.011440135984395803,0.03550276837615569,1.941568813224662
250,Prdm16,2.5132473,0.33965898,0.011962548528305247,0.03697984881425724,1.9221762874151054
251,Itih5,2.5126543,0.18787125,0.01198266928274762,0.03697984881425724,1.9214464268849865
252,Fam163a,2.5006368,0.9413683,0.01239702521008081,0.03804722378010989,1.9066825156313665
253,Grin2c,2.4955409,0.124777175,0.01257652672614232,0.03849179391940528,1.9004392819386757
254,Slc7a11,2.4586854,0.39998636,0.013944677128531683,0.042561912884062365,1.8555915368242752
255,Crhbp,2.417129,1.1695355,0.01564347517618713,0.04722799163245626,1.8056667626450695
256,Serpinf1,2.4142544,0.4842789,0.015767443829739408,0.04747325228954061,1.802238707471327
257,Mdga1,2.3849833,0.53022057,0.01707989863436428,0.05101012737306106,1.7675147110865266
258,Tmem176a,2.376283,0.29891196,0.017488045024357125,0.052089056359412245,1.7572587372673893
259,Nfkbib,2.3708675,0.24164036,0.01774639082483436,0.052717219803184424,1.750889958340579
260,Anxa2,2.3559983,0.29137832,0.018473002137983374,0.05472934766746541,1.7334625195023725
261,Iqgap2,2.3399978,0.6924863,0.01928386109726086,0.05697970659323621,1.7148060054254126
262,Grm8,2.3250701,0.9250849,0.020068215385610138,0.059140019345922716,1.697491246478251
263,Krt9,2.2956147,1.4575135,0.02169792340077904,0.06343787604806714,1.6635818283052697
264,Coch,2.2866158,1.44748,0.022218250960600153,0.06478865306358732,1.653290132076398
265,Shisa6,2.2596042,1.451602,0.023845821479806753,0.06917156048058826,1.6225877116867382
266,Fibcd1,2.231909,1.6724725,0.02562098334137951,0.07393483764226659,1.5914042059129758
267,Gdf6,2.227972,0.74014366,0.025882380966842956,0.07449566128021379,1.586995774634002
268,Lrrc55,2.2052922,1.4126128,0.027433592193210923,0.07855340445014777,1.5617173215407087
269,Npas1,2.2028632,1.1778251,0.027604396794144524,0.07883929264343076,1.5590217385378518
270,Chrna7,2.2012815,0.7389487,0.027716097469867043,0.07889929344921984,1.557267920042086
271,Pdyn,2.2005565,1.0754763,0.02776743810859132,0.07889929344921984,1.5564641874671261
272,Prkcd,2.1973705,0.21322948,0.027993988177140706,0.07934010424694725,1.5529352251515223
273,Bmp4,2.1747346,0.3210318,0.029650006028887642,0.08381973714527778,1.5279752139923874
274,Gpx3,2.1472235,0.9107286,0.03177550026998125,0.08960045888311972,1.4979076032355745
275,Bmp6,2.1384397,0.3699843,0.03248108190861502,0.09135818227967414,1.4883695133250752
276,Dkkl1,2.1340518,1.0986607,0.032838545482400484,0.09213036371451247,1.4836160873308184
277,Tcf19,2.1074538,0.7213799,0.035078267090943555,0.09767407202515861,1.4549618694516655
278,Egfr,2.1046062,0.24931948,0.03532560991551784,0.09810579284219725,1.4519103310885435
279,Rbp1,2.0727687,1.0624171,0.038193816354160436,0.1050329949739412,1.4180069444351473
280,Dlx1as,2.0223489,0.92550784,0.043140318889999196,0.11833977142569985,1.3651166489493958
281,Aff2,2.0183098,0.5704624,0.04355900475127951,0.11890431026700624,1.3609220516886515
282,Tcerg1l,2.0155807,1.079384,0.04384385090569077,0.11938852538289814,1.3580913077708785
283,Ung,2.007741,0.85665864,0.04467083646285263,0.12134303009836007,1.3499759152738506
284,Sncg,1.9984347,1.0120705,0.04566955043194514,0.12356271207213124,1.3403732635383125
285,Lhx6,1.994789,0.94140345,0.04606589825128041,0.12422139067274887,1.336620455994335
286,Htr1a,1.986972,1.3784604,0.046925503188705385,0.12592810155229875,1.3285910616814391
287,Lhx1,1.967946,1.9939569,0.04907424490372646,0.13137707491093997,1.3091463740849165
288,Pbx3,1.9582506,0.35179365,0.050200613255141205,0.13406942626553336,1.299290977442689
289,Oprd1,1.9320071,1.1013741,0.053358636224269555,0.1414831619216312,1.2727952789386432
290,Htr2a,1.9171686,1.7428193,0.055216509484922835,0.14531816666713024,1.2579310507816925
291,Isyna1,1.9162903,0.16370434,0.055328158866063085,0.14531816666713024,1.2570537813964204
292,Sema3c,1.8962756,0.27809867,0.05792360190761711,0.15035776102654816,1.2371444399054408
293,Angpt1,1.8952035,0.68562156,0.05806545414366485,0.1503746376541064,1.2360821728921108
294,Egfem1,1.8891124,0.75575304,0.05887677449367853,0.1517682052493662,1.2300559904159265
295,Cidea,1.8871244,0.8398718,0.05914358942198526,0.15210307372181858,1.22809232169599
296,Trpc6,1.8841916,1.3441908,0.05953905767773022,0.15241506166930496,1.2251980431961882
297,Hpgd,1.88419,0.6130157,0.05953927701573209,0.15241506166930496,1.2251964432866138
298,B9d2,1.8736689,0.31253797,0.06097607340052439,0.1557342932137531,1.214840545785508
299,Irx5,1.8669468,0.9610992,0.06190901436265236,0.15766804127077386,1.2082461102217699
300,Clic5,1.8661739,0.37410414,0.062017042336028956,0.15766804127077386,1.207488949607416
301,Efna5,1.7511628,1.0790027,0.07991788453882383,0.19997470658250738,1.0973560205938235
302,Zfpm2,1.7456158,0.37450638,0.0808777238534972,0.2019216880926638,1.0921710796200226
303,Adra2a,1.7429621,0.31970954,0.08134024131616684,0.20262109439968914,1.0896945434863343
304,Rbp4,1.737438,1.2766159,0.08230990356951252,0.20457785876001883,1.0845479071106117
305,Sfrp1,1.7065511,0.2551786,0.08790553607287022,0.21606869596672304,1.055983773274472
306,Blnk,1.6617382,0.3136057,0.09656528453933333,0.23630843859735534,1.0151789754762368
307,Fgf11,1.6601914,0.22200292,0.09687593977370879,0.23654762437052848,1.0137840714631163
308,Sp8,1.6294644,1.2637691,0.10321475529472814,0.25147279195711175,0.9862582127377582
309,Fstl5,1.6243514,0.94219375,0.10430083056607517,0.253009219997619,0.9817122331954529
310,Htr1b,1.6079834,1.4915024,0.10783882517433044,0.260879224883701,0.9672248521059059
311,Gpr83,1.6071804,1.0885909,0.10801480058191042,0.260879224883701,0.9665167318218328
312,Cbln2,1.5933331,1.0585089,0.11108548017009962,0.2677135975465958,0.9543427033822874
313,Cdkn1a,1.5873337,0.52114874,0.11243708905346685,0.27038442843809884,0.9490904066112104
314,Tpbg,1.5847788,0.27540207,0.11301659151973824,0.2711910003853762,0.9468577947773805
315,Klk8,1.5829093,0.7063281,0.1134421294707184,0.27162544362493135,0.9452256297570749
316,Ar,1.5747087,1.4426209,0.11532370257886883,0.2755368463766092,0.9380814226161406
