,names,scores,logfoldchanges,pvals,pvals_adj,log_pval
317,Pcsk5,1.5559042,0.8940544,0.11973087705655944,0.28503066518250947,0.9217938361764364
318,Glra2,1.55557,1.244973,0.11981036961317006,0.28503066518250947,0.9215055920394817
319,Reln,1.553982,1.1962061,0.12018871737509357,0.28531979701651483,0.9201362994857093
320,Prkg2,1.5504944,0.71232,0.1210228966496199,0.28665310448806697,0.9171324565606651
321,Six3,1.5494213,0.97184753,0.121280461497876,0.28665310448806697,0.9162091591262728
322,Kif11,1.5392514,0.8135052,0.1237429226123691,0.2906519810197507,0.9074796308452292
323,Zfp831,1.5344815,1.0191634,0.12491122036434942,0.2920760225246059,0.9033985486278249
324,Medag,1.5335603,1.1933366,0.12513788183772495,0.2920760225246059,0.9026112004370754
325,Rai14,1.517064,0.29732582,0.12925052430682357,0.30041282950811926,0.8885676865079196
326,Dach1,1.5151824,0.45737013,0.12972623359458016,0.3008890303206233,0.8869721908140195
327,Gsx1,1.5036004,0.6301701,0.13268429755187436,0.30647038374247904,0.8771804704293216
328,Ovol2,1.4771653,1.5794148,0.13963130894289763,0.3206001542928482,0.8550171907630884
329,Alox8,1.4770308,0.5885033,0.13966739394935962,0.3206001542928482,0.8549049702686085
330,Epha3,1.4756511,0.859745,0.14003757025980773,0.3207870939353534,0.8537554331248878
331,Mrap2,1.46689,1.2110077,0.14240597227715307,0.32487276221748884,0.8464717967060245
332,Lmo1,1.4639045,0.34070843,0.14322004083806558,0.3256754952464,0.8439962067739364
333,Osbpl3,1.4627942,0.6906681,0.143523710129992,0.3256754952464,0.8430763475151704
334,Nell1,1.4616457,1.0194395,0.1438383242220211,0.3256754952464,0.8421253852977805
335,Nxph1,1.4591761,0.25637555,0.14451666890771844,0.3256754952464,0.8400820574255577
336,Ckap2l,1.4517604,0.7425666,0.1465682202020086,0.3296301470535052,0.8339601858141878
337,Tpm2,1.4346844,0.73193765,0.15137706687399474,0.3397574167616326,0.8199399140332505
338,Zmat4,1.4298496,0.79837525,0.15276018982029746,0.34100830530809256,0.8159898106426807
339,Clspn,1.4296825,0.9783628,0.15280815904666284,0.34100830530809256,0.8158534563994482
340,Wnt4,1.4193764,0.66247064,0.15578932516088773,0.3468575956988903,0.8074623039327131
341,Hcrtr2,1.4095957,1.1838799,0.1586590865609624,0.35141392006120387,0.7995350503818439
342,Bdnf,1.4091707,0.8879711,0.15878468755240716,0.35141392006120387,0.799191381204492
343,Npr3,1.404134,1.4292976,0.1602789391385291,0.3540157085147233,0.7951235407577282
344,Hdc,1.3943729,0.86994284,0.16320502823648808,0.35905106212027377,0.7872664650569099
345,Kl,1.3839151,1.0103314,0.16638446748851488,0.3653224177465218,0.7788872189039707
346,Pou6f2,1.3772773,1.8417902,0.16842652686205473,0.36835014044043857,0.7735895068830513
347,Cacng5,1.3666897,0.29553032,0.171722588672528,0.374820817318622,0.7651725732689996
348,Synpr,1.3490589,0.26897728,0.17731807677763378,0.3855193410957948,0.7512469877798242
349,Rwdd2a,1.3419718,0.60401,0.17960515783788544,0.38972916085525533,0.7456811955731252
350,Plce1,1.3406781,0.2851936,0.18002498865429417,0.38987867913239926,0.7446672077775796
351,Fosb,1.3372263,1.6847147,0.1811488076695208,0.39154927105221327,0.7419645201679588
352,Kcng4,1.3332391,1.1784282,0.18245337527102612,0.3936033008273981,0.7388480980542097
353,Lypd6b,1.3273183,0.5796178,0.18440342298828793,0.39627118557057617,0.7342310216168384
354,Col19a1,1.324572,1.743671,0.185313144531689,0.3974573428083137,0.7320937744473444
355,Hmgb3,1.3168174,0.12542138,0.18789982640473457,0.4022287228047401,0.7260736211315164
356,Grpr,1.2971565,1.0085713,0.19457735795126863,0.41492407808802195,0.7109076979265012
357,Slc17a6,1.2882477,1.1785359,0.19765973644036805,0.42068959230890596,0.7040817880592904
358,Pcdh8,1.2860538,0.3059304,0.19842427905510296,0.42150931936944436,0.7024051889634095
359,Eya1,1.2750794,0.20388699,0.202281165342577,0.42888239445725773,0.6940445530600938
360,Cartpt,1.26325,1.5064529,0.20649935784785522,0.436161191195755,0.6850812945333267
361,Klf5,1.2613943,0.47881597,0.20716683414738069,0.43674070728223896,0.6836797706434283
362,Pnoc,1.2574087,1.1399375,0.20860568047060968,0.43894111932357455,0.6806738696225698
363,Ntsr1,1.2495463,0.7861689,0.21146534616171797,0.44411720148519596,0.6747607923732446
364,Chrm2,1.2343956,0.8788262,0.21705552757555602,0.45420197146421576,0.6634291498621621
365,Bace2,1.234317,0.6291636,0.2170848306458133,0.45420197146421576,0.6633705229158583
366,Frzb,1.2219044,1.1184298,0.22174377362193987,0.4630776926578481,0.6541485659476343
367,Atp6ap1l,1.2201452,1.1063315,0.2224098269752629,0.46359721907976936,0.6528460277606427
368,Ngb,1.2165887,0.70536065,0.22376073889037518,0.4655396646202375,0.6502161125308675
369,Acvr1c,1.2086776,1.3519566,0.2267867282703785,0.4709533740343748,0.6443823642746722
370,Col8a1,1.2007284,0.8613652,0.22985658217312532,0.47555058248480864,0.638543055278747
371,Lpl,1.1935034,0.5889509,0.232672269674022,0.4795897803484943,0.6332553736758253
372,Serpina3n,1.1836572,0.2476464,0.2365488171293928,0.48667728857547293,0.6260792193146842
373,Crispld1,1.1659143,1.5465863,0.24364909130726253,0.49759952287200127,0.6132352039870885
374,Stk26,1.155686,1.6653055,0.24780961716548644,0.5051678617813861,0.6058818432349533
375,A830036E02Rik,1.1348822,1.1571311,0.2564246643751693,0.5189213153384573,0.5910402042434391
376,Eomes,1.1138952,0.9575773,0.2653241615899281,0.533120687518596,0.5762231994432847
377,Tnnc1,1.1138101,1.6251286,0.26536070224823005,0.533120687518596,0.5761633921739536
378,Ddr2,1.106834,0.33465073,0.26836568086378687,0.538184605486764,0.5712730233929713
379,Grp,1.104113,1.1511469,0.26954414854948583,0.5395739622314932,0.5693700916975333
380,Kcns3,1.1018826,1.2762663,0.2705127500244353,0.5405389663258051,0.5678122605582956
381,Mdfic,1.0859938,0.62188476,0.27748173766173645,0.5505039473967664,0.556765594500671
382,Agt,1.0811623,0.15801646,0.2796249279156454,0.5537670141074547,0.5534241148518324
383,Vwa5b1,1.0719137,0.43964055,0.2837587772111776,0.5609537392911358,0.547050696017585
384,Npy1r,1.066508,0.49477902,0.2861940607493906,0.5637617047740655,0.543339383191653
385,Grid2ip,1.0535456,0.52982605,0.2920910065399639,0.57435948365646,0.5344818147148998
386,Ethe1,1.049367,0.25178942,0.29400923848585503,0.5760921762923897,0.5316390227837937
387,Gpr150,1.0390527,0.971222,0.29878021964580836,0.5833828190272285,0.5246481578038631
388,Ranbp3l,1.0315236,0.6958958,0.30229533786251417,0.5892107374829004,0.5195685506594212
389,Tspear,1.0244982,0.95083517,0.3056000241903034,0.5946088036347235,0.5148466157190085
390,Adra1b,1.0214437,0.4329512,0.3070442561536938,0.5963744206062129,0.512799022509424
391,Spp1,1.0162675,0.9427502,0.30950200834181807,0.5990535387940068,0.5093365285212801
392,Tns1,1.0088439,-0.0035229782,0.3130495193939353,0.6041679957227366,0.5043869586245031
393,Krt12,1.0057472,1.7498945,0.31453717815535454,0.6056339773493915,0.5023280137689845
394,Padi2,0.9819393,0.13920914,0.3261297592695752,0.6257861183911884,0.4866095701088701
395,Trabd2b,0.9743202,1.2431786,0.3298975967182304,0.6308833339458052,0.48162084824917795
396,Cntnap3,0.9735821,1.2880824,0.3302640801120186,0.6308833339458052,0.4811386580901069
397,Coro6,0.971449,0.5309239,0.33132473825309805,0.6313924257276019,0.4797461364521315
398,Tmem200a,0.9694449,0.56895417,0.33232327762709735,0.6322108928830567,0.4784392374425146
399,Htr2c,0.964649,1.2638742,0.33472062378945655,0.6356830991967286,0.4753175277915656
400,Cdkn1c,0.9602701,0.1346915,0.33691928465944276,0.6387667666495579,0.47247413006522754
401,Tcap,0.9547103,1.0668864,0.33972422838201577,0.6421202885765726,0.4688734791017293
402,Htr3a,0.95447344,0.8909006,0.33984404111883404,0.6421202885765726,0.4687203406656476
403,Ecel1,0.951243,1.3128703,0.34148104043729566,0.6441178878197547,0.4666334040235637
404,Htr1d,0.94043154,1.1468668,0.3469962606251742,0.6534116026348619,0.4596752053203741
405,Slit2,0.93353504,0.5147193,0.35054378135533826,0.656752345844487,0.45525773286536175
406,Ankfn1,0.9132885,0.41738653,0.3610908353224488,0.6753735993993949,0.4423835340583517
407,Mme,0.90927047,0.86108863,0.36320736770126394,0.6781905638926122,0.43984535035043115
408,Ppif,0.90578455,0.23220995,0.3650499087656419,0.6804873299305843,0.4376477557633475
409,Car3,0.9000025,0.92460036,0.3681189382744736,0.6838992817033509,0.43401183923214204
410,Pparg,0.8988605,1.0773917,0.3687269754638228,0.6838992817033509,0.4332950889560244
411,Tac2,0.8890888,1.2587645,0.3739553558366686,0.6924406672242314,0.4271802423746157
412,Oprk1,0.88730854,1.550152,0.3749128196029292,0.693058473508909,0.42606970925136145
413,Irs4,0.8777972,1.2752849,0.3800537922123799,0.7013949553952726,0.42015492967886964
414,Serpina9,0.86698085,1.0732727,0.38595250227584754,0.7099225662722957,0.41346613902968415
415,Chrna5,0.86355007,0.5403227,0.3878351115581533,0.7116876836797995,0.4113528758512159
416,Crhr1,0.8620374,0.40554744,0.38866692551219395,0.7116876836797995,0.4104224150638711
417,Gpr6,0.8617341,0.55543834,0.38883386498077255,0.7116876836797995,0.4102359177843411
418,Trpc5,0.8574922,0.8863511,0.39117290993489995,0.7147912877264372,0.40763122922483375
419,Dcn,0.85451645,0.85512733,0.3928189070546607,0.7163092434302437,0.40580761703606893
420,C1ql3,0.85148144,0.20471591,0.3945019703830255,0.7163092434302437,0.4039508233180889
421,Ntf3,0.85133624,0.7643142,0.3945825895403323,0.7163092434302437,0.4038620813579642
422,Tnc,0.8463912,0.051667478,0.397334542306901,0.7189554991905001,0.4008436778815092
423,Rxfp1,0.84353465,0.5295683,0.39892949926888,0.7206677620938629,0.39910384813235683
424,Th,0.83507204,1.5015634,0.40367716369229434,0.7257044156345291,0.3939658182462215
425,Trpc7,0.81841844,0.7526956,0.4131182859944631,0.7402813157094331,0.38392558127436993
426,Epha8,0.79129815,1.4868966,0.42877003639652644,0.7585406217142371,0.36777557192146315
427,Zfp503,0.78317374,0.32093707,0.43352510638103003,0.7633064868293572,0.3629857465222316
428,Skap1,0.7590235,1.4184437,0.4478384944025938,0.7823090680523298,0.34887857893897173
429,Cited1,0.7525569,0.82838076,0.4517162234337353,0.7874311677606826,0.3451343114283714
430,Robo3,0.7512146,1.024542,0.4525235184537586,0.7874311677606826,0.34435884481398793
431,Rspo2,0.75059414,0.46040794,0.452896954274596,0.7874311677606826,0.34400059993127124
432,Cpne8,0.7465047,0.35084373,0.4553625622035372,0.7904809478252028,0.34164267792985936
433,Crh,0.73814434,1.1453288,0.46042675694882307,0.7952644200825861,0.336839445994527
434,Fmo1,0.73758954,0.22515753,0.4607639086967318,0.7952644200825861,0.33652154622484987
435,Fam43a,0.73723185,0.12251363,0.4609813560154685,0.7952644200825861,0.3363166389126037
436,Irx2,0.72795653,1.2331276,0.466640182220462,0.8025344310324045,0.33101786698836655
437,Cfap206,0.7198443,0.38694245,0.4716208643984453,0.8091527109364623,0.32640699006406615
438,Prss35,0.71093804,0.69487375,0.4771226442448837,0.8167692723514112,0.3213699713320215
439,Hgf,0.7007211,0.3729344,0.4834771100992161,0.8244787455753437,0.3156240824763715
440,Cd44,0.6990462,0.47100252,0.4845231490737205,0.8244787455753437,0.31468546882000503
441,Arhgap25,0.6989319,0.13894545,0.4845946182364531,0.8244787455753437,0.3146214133169397
442,Prdm12,0.6929138,0.596809,0.4883636683512014,0.824822526372694,0.3112566527154848
443,Cxcl5,0.6746365,0.42570183,0.49990675906611215,0.840236625298715,0.3011109912624712
444,Hapln1,0.6725918,0.23936684,0.5012070350967817,0.8411495709856864,0.29998284174359147
445,Nwd2,0.6533079,0.76211035,0.5135577720993861,0.8536935383952876,0.28941069385311574
446,Adcyap1,0.6525285,1.30787,0.5140602854963523,0.8536935383952876,0.28898594691301005
447,Trh,0.64549905,0.5960067,0.5186038466196342,0.8557287988163059,0.2851642662795759
448,Sema3e,0.64382416,0.24274397,0.5196894488413508,0.8557287988163059,0.28425610048808064
449,Slfn9,0.6434884,0.5081221,0.5199072360045063,0.8557287988163059,0.284074138067557
450,Dlk1,0.63249934,1.0302036,0.5270606569067378,0.8649400145101709,0.27813940102277723
451,A630012P03Rik,0.63107914,1.3811644,0.5279887782477901,0.8651851513765411,0.2773753077632565
452,Kitl,0.62687784,0.12193167,0.530739316591559,0.8665343541225523,0.2751187391158607
453,Prph,0.62453955,0.67384213,0.5322733103135153,0.8665343541225523,0.27386531003270537
454,Serpinb8,0.62036824,0.73220015,0.5350153737335963,0.8665343541225523,0.27163373829328014
455,Slc17a8,0.61966264,1.757052,0.5354799299806288,0.8665343541225523,0.27125680207210295
456,Hrh1,0.6182627,0.27182853,0.5364021680850675,0.8665343541225523,0.27050947544109827
457,Dcdc2a,0.6149609,0.29314682,0.5385805499548932,0.8684513657472952,0.26874933454832406
458,Cd36,0.61270857,0.7059304,0.540069056877457,0.869589452450514,0.26755070480053506
459,Kcng2,0.60976523,1.2881675,0.5420173441101224,0.8698894131915581,0.26598681617231
460,Oxtr,0.60946023,1.318604,0.5422194060547221,0.8698894131915581,0.2658249430601048
461,Lrat,0.5957022,0.49905393,0.5513741885638626,0.877617082370274,0.2585535683475126
462,Tshz1,0.5918626,-0.0598937,0.5539425814012825,0.879961059548918,0.25653524948263595
463,Stc1,0.58932483,0.96891826,0.555643403686334,0.879961059548918,0.2552038370070938
464,AW551984,0.58910096,0.84372574,0.5557935505587583,0.879961059548918,0.25508649709264064
465,Npnt,0.58877087,0.25357595,0.5560149989228986,0.879961059548918,0.2549134928395446
466,Inhba,0.5818671,0.17460626,0.5606562106941497,0.8835305674910643,0.25130336256842944
467,Runx2,0.580597,0.305985,0.5615121192218321,0.8836260119765659,0.2506408658417635
468,Tmem215,0.5771386,1.0789539,0.5638458365493514,0.886043457434695,0.2488396220591276
469,Plekhd1,0.5736559,0.30175877,0.566200685020952,0.8861253329564316,0.2470296095370771
470,Filip1,0.568358,0.20883068,0.5697918868846823,0.888448045377436,0.2442837388562793
471,Pax3,0.56628656,1.3469918,0.5711989890031623,0.888448045377436,0.2432125699131432
472,Mcm6,0.56510645,0.19932023,0.5720013461872029,0.888448045377436,0.24260294910735014
473,Amigo2,0.5642776,0.4522574,0.5725652463530531,0.888448045377436,0.2421750163827994
474,Clrn1,0.5640245,0.4016009,0.572737448489696,0.888448045377436,0.24204441957443373
475,Plch1,0.5635119,0.3073856,0.5730863435173176,0.888448045377436,0.24177994053149643
476,C730002L08Rik,0.56074375,0.5247154,0.5749722273864776,0.888448045377436,0.2403531323261894
477,Fgf10,0.55687743,0.9064742,0.5776111774068464,0.8912861362486201,0.2383644112847691
478,Stac,0.54634255,1.1504363,0.5848305052729905,0.8988683208258895,0.23296998227762078
479,Scnn1a,0.5461495,0.29058984,0.5849631769298003,0.8988683208258895,0.23287147162641603
480,Prss22,0.5449889,0.9623694,0.5857611739675463,0.8988683208258895,0.23227941805979146
481,Cbln1,0.5363916,0.34724045,0.5916879350332291,0.9027881509707999,0.22790728622732107
482,Bves,0.5348327,0.9815382,0.5927655228633028,0.9027881509707999,0.22711706424879646
483,Shox2,0.5344921,1.1498834,0.5930011196401658,0.9027881509707999,0.22694448664739564
484,Htr1f,0.5314628,0.30740285,0.5950981329222851,0.9027881509707999,0.22541141230085981
485,Lef1,0.5299842,-0.041196946,0.5961228829754477,0.9027881509707999,0.22466420687506314
486,Car4,0.52937835,-0.050702527,0.5965430209051747,0.9027881509707999,0.22435823084024484
487,Gpr39,0.5289939,0.53486633,0.5968096843496681,0.9027881509707999,0.22416413824065315
488,Lamc2,0.5275624,0.62521803,0.597803116759339,0.9027881509707999,0.22344182501461413
489,Cbln4,0.5269062,0.7006419,0.5982587143373047,0.9027881509707999,0.22311096666180247
490,Otof,0.5266507,0.6298816,0.5984361528012545,0.9027881509707999,0.22298217769737785
491,Igf1,0.5257821,0.77159184,0.5990396221223769,0.9027881509707999,0.22254445123336666
492,Slc10a4,0.5248437,0.9146472,0.5996918590607113,0.9027881509707999,0.22207184675836616
493,Otx2,0.51889616,0.60137224,0.6038331540557578,0.9065657218323606,0.2190830452907684
494,D130079A08Rik,0.51361126,1.0037733,0.6075237941042759,0.907958481445812,0.2164367079422858
495,Pde11a,0.512917,0.7061245,0.6080093766687793,0.907958481445812,0.21608972302313925
496,Glra1,0.51288784,1.2343366,0.6080298021563314,0.907958481445812,0.2160751335646919
497,Fras1,0.5074707,0.59744847,0.6118245764822785,0.909704996712702,0.2133730817543086
498,Igfn1,0.50631255,0.5792203,0.6126372744655852,0.909704996712702,0.21279658310527633
499,Slc39a8,0.5061535,0.29535633,0.6127488584718626,0.909704996712702,0.21271748914945904
500,Avpr1a,0.5045744,0.59033334,0.6138577848091371,0.909704996712702,0.2119322321594342
501,Hcrtr1,0.5033335,0.9195328,0.6147298264593282,0.909704996712702,0.21131571456346468
502,En1,0.50304717,1.1649126,0.6149311003881541,0.909704996712702,0.21117354178150136
503,St8sia6,0.49841115,0.45024368,0.6181942822591688,0.9111895493902397,0.20887501608729733
504,L3mbtl4,0.49521232,0.5626466,0.620450259353239,0.9111895493902397,0.20729302956298923
505,Sfrp2,0.49450913,0.50490946,0.6209466654862392,0.9111895493902397,0.20694570075699326
506,Adcy8,0.49352694,0.085824154,0.6216403198638141,0.9111895493902397,0.20646082476300184
507,Casz1,0.49213353,0.82616067,0.6226249580396901,0.9111895493902397,0.20577347452779016
508,Agtr1a,0.49201834,1.3018471,0.6227063728097687,0.9111895493902397,0.20571668966328854
509,Six6,0.4911562,1.0306752,0.623315983381262,0.9111895493902397,0.20529173656815722
