,names,scores,logfoldchanges,pvals,pvals_adj,log_pval,comparison
0,Gfap,119.552864,2.9610136,0.0,0.0,inf,cc-out_vs_cc_in
1,Fam107a,101.27785,2.9669805,0.0,0.0,inf,cc-out_vs_cc_in
2,Acsbg1,78.53255,2.523039,0.0,0.0,inf,cc-out_vs_cc_in
3,Slc17a7,74.49193,3.0451143,0.0,0.0,inf,cc-out_vs_cc_in
4,Id4,73.92409,2.4376993,0.0,0.0,inf,cc-out_vs_cc_in
5,Ppp1r1b,72.16416,2.4649866,0.0,0.0,inf,cc-out_vs_cc_in
6,Hopx,59.005,2.0670712,0.0,0.0,inf,cc-out_vs_cc_in
7,Lhx2,57.005997,2.0716617,0.0,0.0,inf,cc-out_vs_cc_in
8,Id2,55.18266,1.9656293,0.0,0.0,inf,cc-out_vs_cc_in
9,Sox9,54.798534,1.9768964,0.0,0.0,inf,cc-out_vs_cc_in
10,Thbs4,51.901108,1.8723341,0.0,0.0,inf,cc-out_vs_cc_in
11,Sstr1,51.604027,2.3946242,0.0,0.0,inf,cc-out_vs_cc_in
12,Serpine2,51.467922,1.740938,0.0,0.0,inf,cc-out_vs_cc_in
13,Aldh1l1,49.826725,1.763963,0.0,0.0,inf,cc-out_vs_cc_in
14,Lpar1,48.02133,1.4359503,0.0,0.0,inf,cc-out_vs_cc_in
15,Gja1,45.92007,1.6834174,0.0,0.0,inf,cc-out_vs_cc_in
16,Slc9a3r1,45.652386,1.5966552,0.0,0.0,inf,cc-out_vs_cc_in
17,Ptk2b,45.279873,2.0370026,0.0,0.0,inf,cc-out_vs_cc_in
18,Hs3st4,44.868362,2.2229528,0.0,0.0,inf,cc-out_vs_cc_in
19,Pcp4l1,44.86764,1.7715975,0.0,0.0,inf,cc-out_vs_cc_in
20,Sv2b,44.63952,2.261158,0.0,0.0,inf,cc-out_vs_cc_in
21,Fgf1,44.394905,1.3797569,0.0,0.0,inf,cc-out_vs_cc_in
22,Ctss,44.046436,1.8251327,0.0,0.0,inf,cc-out_vs_cc_in
23,Slc38a1,43.638004,1.6791694,0.0,0.0,inf,cc-out_vs_cc_in
24,Stac2,43.515114,2.7411993,0.0,0.0,inf,cc-out_vs_cc_in
25,Ccnd2,42.405796,2.039611,0.0,0.0,inf,cc-out_vs_cc_in
26,Ntsr2,42.197346,1.5337664,0.0,0.0,inf,cc-out_vs_cc_in
27,Ighm,41.67483,1.4583954,0.0,0.0,inf,cc-out_vs_cc_in
28,Pla2g7,41.297943,1.4957014,0.0,0.0,inf,cc-out_vs_cc_in
29,Marcksl1,40.329674,1.2381114,0.0,0.0,inf,cc-out_vs_cc_in
30,Cxcl14,40.2337,1.6357242,0.0,0.0,inf,cc-out_vs_cc_in
31,Aqp4,39.405327,1.4277706,0.0,0.0,inf,cc-out_vs_cc_in
32,Fgf13,38.41427,2.4661207,0.0,0.0,inf,cc-out_vs_cc_in
33,Satb1,38.225536,1.5612277,0.0,0.0,inf,cc-out_vs_cc_in
34,Nfia,37.609066,1.1844198,1.52826057333833e-309,3.6125478659125157e-308,308.8158025908422,cc-out_vs_cc_in
35,Sox11,36.8463,1.9226217,3.352230068303124e-297,7.759015845593273e-296,296.47466618277275,cc-out_vs_cc_in
36,Syt17,36.731037,1.8699833,2.334853496242571e-295,5.29392292719489e-294,294.63174036467797,cc-out_vs_cc_in
37,Adcy2,36.3853,1.4866153,7.271563453310054e-290,1.615741399325494e-288,289.13837220177584,cc-out_vs_cc_in
38,Thrsp,36.261086,1.4425716,6.646635715116967e-288,1.4479239763715587e-286,287.17739812312897,cc-out_vs_cc_in
39,Nr2f1,36.03034,1.5707937,2.8026854308915214e-284,5.988045218693231e-283,283.55242564405006,cc-out_vs_cc_in
40,Gpr37l1,35.115,1.3508682,3.979272499862891e-270,7.894592405977985e-269,269.4001963194275,cc-out_vs_cc_in
41,Rgs5,34.22716,1.598919,9.539794978986552e-257,1.859423196781414e-255,256.02046095867655,cc-out_vs_cc_in
42,S1pr1,32.560047,1.2493019,1.5091690731441672e-232,2.890839379764086e-231,231.82126210321954,cc-out_vs_cc_in
43,Gsta4,32.54951,1.7416834,2.1275567656537572e-232,4.0062975705785154e-231,231.6721188436141,cc-out_vs_cc_in
44,Vgf,32.009335,2.4412131,8.086189054398953e-225,1.4972926732395395e-223,224.0922561091163,cc-out_vs_cc_in
45,Syndig1l,31.518976,2.2312403,4.774095449245253e-218,8.554871038889477e-217,217.3211089023242,cc-out_vs_cc_in
46,Coro1a,31.388968,1.7313269,2.861894209590336e-216,5.04692772516645e-215,215.54334642404945,cc-out_vs_cc_in
47,Penk,31.331627,1.861694,1.7314158258744026e-215,2.9593892039176327e-214,214.76159861716496,cc-out_vs_cc_in
48,Ucp2,30.901533,1.3392111,1.1391134042117011e-209,1.9175075637563636e-208,208.94343303766655,cc-out_vs_cc_in
49,Igfbp4,30.83175,1.7083803,9.840129028710255e-209,1.631699007596581e-207,208.0069992068441,cc-out_vs_cc_in
50,Caln1,30.813171,2.2423224,1.7456823504341305e-208,2.852136899018116e-207,207.7580347789604,cc-out_vs_cc_in
51,Meis2,30.805954,1.3411198,2.1809142256253823e-208,3.511587977782318e-207,207.66136141469187,cc-out_vs_cc_in
52,Slc32a1,30.549726,2.372878,5.702211091564629e-205,9.050223603897576e-204,204.243956709474,cc-out_vs_cc_in
53,Lrrc10b,30.256659,2.1817508,4.2644348566112674e-201,6.672939613655096e-200,200.37013851547368,cc-out_vs_cc_in
54,Gabbr2,28.893574,2.1876183,1.437882023495114e-183,2.2187318445875994e-182,182.8422767458356,cc-out_vs_cc_in
55,Pde1a,28.781698,2.034242,3.635204693743277e-182,5.532482759929836e-181,181.43947112954766,cc-out_vs_cc_in
56,Bcl11a,28.588825,2.124131,9.251852149192245e-180,1.3705076983670112e-178,179.0337713161633,cc-out_vs_cc_in
57,Kcnh3,28.302246,2.6475368,3.2427965791843594e-176,4.7404565782550307e-175,175.48908029379038,cc-out_vs_cc_in
58,Gad2,27.954031,2.0874279,5.888922519274495e-172,8.387939639633288e-171,171.22996415966793,cc-out_vs_cc_in
59,Mef2c,27.812504,1.5704737,3.062499898476697e-170,4.253046734009513e-169,169.51392391702447,cc-out_vs_cc_in
60,Neurod2,27.49024,2.3819964,2.2968222633270702e-166,3.150332758711574e-165,165.63887261083147,cc-out_vs_cc_in
61,Nbl1,27.46628,1.5396967,4.440663645668674e-166,6.016557695534021e-165,165.35255212085067,cc-out_vs_cc_in
62,Sox1,26.646544,1.3362362,1.9625975394668833e-156,2.5957688885091754e-155,155.70716874997146,cc-out_vs_cc_in
63,Rorb,26.593142,1.4767798,8.148666970338944e-156,1.0650787063584195e-154,155.0889134311099,cc-out_vs_cc_in
64,Etv1,26.542868,0.94598615,3.104394745484251e-155,4.010444839805817e-154,154.50802306032446,cc-out_vs_cc_in
65,Arhgef26,26.454828,1.2699596,3.210703329832407e-154,4.100105056831959e-153,153.4933998215494,cc-out_vs_cc_in
66,Sox21,26.193563,1.4405098,3.146296704170726e-151,3.927568132959187e-150,150.50220032465356,cc-out_vs_cc_in
67,Unc13c,24.923605,1.619381,4.1284666854078514e-137,5.0963627638756926e-136,136.3842112155859,cc-out_vs_cc_in
68,Scn4b,24.797056,2.371398,9.64481736327188e-136,1.1775156143511054e-134,135.0157059918536,cc-out_vs_cc_in
69,Nxph3,24.675665,2.055106,1.9521361722388908e-134,2.3574166166928344e-133,133.709489891183,cc-out_vs_cc_in
70,Egr3,24.622585,2.183087,7.2388152596443865e-134,8.647659949962273e-133,133.1403325067727,cc-out_vs_cc_in
71,Ntrk3,24.619505,1.3063912,7.810165242635458e-134,9.230950621880846e-133,133.10733977749203,cc-out_vs_cc_in
72,Emx2,24.597061,1.1398987,1.3580323407758382e-133,1.5881830848441646e-132,132.86708988745372,cc-out_vs_cc_in
73,Gda,24.45958,0.97041905,3.979895333604635e-132,4.605899703786198e-131,131.40012834919156,cc-out_vs_cc_in
74,Mfge8,23.933123,0.8598122,1.385076005893237e-126,1.5702239209667205e-125,125.85852639408377,cc-out_vs_cc_in
75,Cplx3,23.471067,1.9390651,8.056676689401942e-122,9.041381618106624e-121,121.09384406403697,cc-out_vs_cc_in
76,Gpr88,22.56562,1.9719008,9.434181483772206e-113,1.0275858459285217e-111,112.0252957735596,cc-out_vs_cc_in
77,Nfib,22.407856,0.7119831,3.2994420838147606e-111,3.5589127719594164e-110,110.48155949054794,cc-out_vs_cc_in
78,Kcnj4,22.29355,2.4343174,4.267682662723569e-110,4.55903407527489e-109,109.36980788141061,cc-out_vs_cc_in
79,Rprm,21.983574,1.7118686,4.135900868439362e-107,4.376177014129648e-106,106.38342987919982,cc-out_vs_cc_in
80,Bcl11b,21.912432,2.3870685,1.977336512317628e-106,2.0724725143253628e-105,105.70391941414304,cc-out_vs_cc_in
81,Cpne2,21.734482,1.1259428,9.687025131737037e-105,1.0058210206878363e-103,104.01380957354071,cc-out_vs_cc_in
82,Gfra1,21.73287,0.8002707,1.0033107808622208e-104,1.0321095162388217e-103,103.99856452110971,cc-out_vs_cc_in
83,Dbx2,21.250422,1.386254,3.2671554465746193e-100,3.330100643251745e-99,99.48583020192385,cc-out_vs_cc_in
84,Sox6,21.12862,1.1153159,4.3404956090342755e-99,4.3839005651246184e-98,98.36246067878704,cc-out_vs_cc_in
85,Hspb8,21.005861,1.5882262,5.7971769331851115e-98,5.8023996151069e-97,97.23678344450876,cc-out_vs_cc_in
86,Bmpr1b,20.991032,1.0523666,7.920888502930659e-98,7.857238506032109e-97,97.10122609994117,cc-out_vs_cc_in
87,Tmem176b,20.955866,0.92423165,1.6588738359780786e-97,1.6309812670545533e-96,96.78018664256037,cc-out_vs_cc_in
88,C130074G19Rik,20.93187,1.3585811,2.745179560359888e-97,2.6753460452279255e-96,96.56142924337307,cc-out_vs_cc_in
89,Crym,20.905956,2.061275,4.72636734652859e-97,4.566081845211533e-96,96.32547252680641,cc-out_vs_cc_in
90,Hrh3,20.833803,2.416252,2.137941105036674e-96,2.0476315238756424e-95,95.67000426269594,cc-out_vs_cc_in
91,Zeb2,20.333742,0.9265481,6.467694636849341e-92,6.141545932939844e-91,91.18925049288777,cc-out_vs_cc_in
92,Gsto1,20.14251,1.1768723,3.1306471097006887e-90,2.947583846506326e-89,89.5043658838194,cc-out_vs_cc_in
93,Pvalb,19.974651,1.5456209,9.152052275699263e-89,8.544479057396538e-88,88.03848150789295,cc-out_vs_cc_in
94,Ldb2,19.946575,1.6804025,1.6051356218223347e-88,1.486088063203845e-87,87.79448826710914,cc-out_vs_cc_in
95,Nr2e1,19.938232,1.2667545,1.8964820925169762e-88,1.7413153758564963e-87,87.72205125375622,cc-out_vs_cc_in
96,Nr4a2,19.929056,1.6038141,2.2781910401174495e-88,2.0746477422708904e-87,87.64240986050712,cc-out_vs_cc_in
97,Ednrb,19.888498,0.9175236,5.118563242877225e-88,4.62335265271268e-87,87.29085192637878,cc-out_vs_cc_in
98,Emp2,19.346895,1.0007983,2.164993618521181e-83,1.9089745318865333e-82,82.66454337942383,cc-out_vs_cc_in
99,Fezf2,19.226254,1.2295976,2.2318432643748473e-82,1.9371702083753558e-81,81.65133630785597,cc-out_vs_cc_in
100,Tshz2,18.974787,1.5474304,2.7563133326680508e-80,2.373848149297833e-79,79.55967141415415,cc-out_vs_cc_in
101,Cnr1,18.597198,1.6079085,3.3854691022054373e-77,2.8932739788848003e-76,76.47038114547694,cc-out_vs_cc_in
102,Lrp4,18.28199,0.63492656,1.151459559886223e-74,9.765431839951097e-74,73.93875131017623,cc-out_vs_cc_in
103,Arx,17.981617,1.4265057,2.714565828513925e-72,2.2675809289315567e-71,71.5662996221926,cc-out_vs_cc_in
104,Grik3,17.969027,1.5153335,3.406395150598816e-72,2.824257471877078e-71,71.46770497417421,cc-out_vs_cc_in
105,Tnnt1,17.9395,1.3639029,5.797408718162427e-72,4.771052656206264e-71,71.23676608072542,cc-out_vs_cc_in
106,Cldn5,17.93822,0.75342864,5.932598035581879e-72,4.846409130537844e-71,71.22675507637898,cc-out_vs_cc_in
107,Ascl1,17.917133,1.3646743,8.668013971507524e-72,7.02931643966778e-71,71.06208039733563,cc-out_vs_cc_in
108,Hrk,17.68959,2.0062153,5.044063588423444e-70,4.031622048013271e-69,69.29721944709354,cc-out_vs_cc_in
109,Sox5,17.611849,1.420208,1.9980822138662378e-69,1.585620956860993e-68,68.69938664609309,cc-out_vs_cc_in
110,Hs3st2,17.566505,2.0982947,4.4474076941110775e-69,3.504304927771211e-68,68.35189305692683,cc-out_vs_cc_in
111,Pdzrn3,17.453833,1.1737727,3.2189569374210756e-68,2.518493772869588e-67,67.49228483318251,cc-out_vs_cc_in
112,Pax6,16.918816,0.91038823,3.2693951543446403e-64,2.505033114811652e-63,63.485532585390885,cc-out_vs_cc_in
113,C1ql1,16.868055,1.0413076,7.7300163693611e-64,5.882224785178207e-63,63.111819586403065,cc-out_vs_cc_in
114,Necab1,16.814798,1.9417795,1.9013920841843926e-63,1.4273287875195003e-62,62.72092831846339,cc-out_vs_cc_in
115,Satb2,16.810595,2.0750906,2.0411498893045498e-63,1.5219580718237282e-62,62.690125102237545,cc-out_vs_cc_in
116,Rgs6,16.72083,1.3499738,9.24207268635867e-63,6.845295169696322e-62,62.03423062019728,cc-out_vs_cc_in
117,Neurod6,16.588524,1.7094172,8.436976232605465e-62,6.207603042665345e-61,61.07381317432089,cc-out_vs_cc_in
118,Epha7,16.58568,1.7945728,8.84575352518026e-62,6.465547477944256e-61,61.05326516581939,cc-out_vs_cc_in
119,Pou3f2,16.456451,0.8735799,7.539175856619749e-61,5.474525736408196e-60,60.122676126343045,cc-out_vs_cc_in
120,Isoc1,16.294865,1.0683951,1.0734192880187357e-59,7.743953434992307e-59,58.96923060524347,cc-out_vs_cc_in
121,Adh5,15.856034,0.5828767,1.2770679186249125e-56,9.15369327478889e-56,55.89378600492951,cc-out_vs_cc_in
122,Zic1,15.690338,0.9646533,1.761154175853731e-55,1.2542578778035227e-54,54.75420262314027,cc-out_vs_cc_in
123,Acta2,15.605589,1.3923638,6.669183170581206e-55,4.719402867844408e-54,54.17592735442417,cc-out_vs_cc_in
124,Nefh,15.547042,1.9581994,1.666270610032307e-54,1.1716624352822107e-53,53.77825446577437,cc-out_vs_cc_in
125,Apex1,15.510638,1.0849711,2.9394375412025534e-54,2.053908873129583e-53,53.531735763506624,cc-out_vs_cc_in
126,Cnih3,15.327349,1.5438417,5.020661990168341e-53,3.4862221694231416e-52,52.29923901597798,cc-out_vs_cc_in
127,Adora1,15.063903,0.52020675,2.7977009571935404e-51,1.918670224346928e-50,50.55319870856521,cc-out_vs_cc_in
128,Gucy1a1,14.954921,1.1104763,1.446545221348627e-50,9.85958123262776e-50,49.839667985054234,cc-out_vs_cc_in
129,Prss12,14.943982,1.8461771,1.704752456734533e-50,1.1548658411171135e-49,49.768338675017084,cc-out_vs_cc_in
130,Cckbr,14.931258,1.8250064,2.0633441731146358e-50,1.389318409897188e-49,49.685428324126924,cc-out_vs_cc_in
131,Syt6,14.778607,1.6785849,2.0128420789263065e-49,1.3471491263175461e-48,48.69619029711396,cc-out_vs_cc_in
132,Drd1,14.756736,1.8413078,2.7843463328290884e-49,1.8523405842952798e-48,48.55527674568442,cc-out_vs_cc_in
133,Rmst,14.3424015,0.8484751,1.1886986705676296e-46,7.814462857991932e-46,45.92492822300555,cc-out_vs_cc_in
134,Mpped2,14.240847,1.0477517,5.110426546495782e-46,3.3398140547981255e-45,45.29154284956034,cc-out_vs_cc_in
135,Calb1,14.095745,1.733454,4.0336821965402025e-45,2.6054772792768403e-44,44.39429832172214,cc-out_vs_cc_in
136,Mafb,14.031885,0.8507076,9.947118611285332e-45,6.351292400654025e-44,44.00230270341953,cc-out_vs_cc_in
137,Myl4,13.97115,1.7866652,2.3381828783248496e-44,1.4844121016108046e-43,43.63112152399485,cc-out_vs_cc_in
138,St6galnac5,13.704631,1.4393576,9.525100111415229e-43,6.012719445330863e-42,42.02113045107421,cc-out_vs_cc_in
139,Tox2,13.595888,1.3684381,4.235894366546238e-42,2.6588014922219605e-41,41.373054878734074,cc-out_vs_cc_in
140,Adora2a,13.417589,1.4154271,4.769803857754122e-41,2.977107913463387e-40,40.32149947950212,cc-out_vs_cc_in
141,Cd24a,13.416657,1.3332635,4.830115486675472e-41,2.9979096679868427e-40,40.31604248526789,cc-out_vs_cc_in
142,Gpr26,13.225404,1.991554,6.2599831553954476e-40,3.863800714246857e-39,39.20342683540437,cc-out_vs_cc_in
143,Lamp5,13.0575905,1.8990533,5.751953148689919e-39,3.530618755908564e-38,38.24018466006403,cc-out_vs_cc_in
144,Padi2,12.978261,0.5635242,1.625288735276338e-38,9.921405411494568e-38,37.78906947468624,cc-out_vs_cc_in
145,Syndig1,12.8732,1.7383001,6.370648880680046e-38,3.867645304063132e-37,37.19581633046737,cc-out_vs_cc_in
146,Gli3,12.588744,0.8276165,2.435170668958533e-36,1.4703666376157228e-35,35.61347059584997,cc-out_vs_cc_in
147,Synpo2,12.461622,1.2060537,1.2088559990878223e-35,7.182026818110002e-35,34.91762542993018,cc-out_vs_cc_in
148,Maf,12.429356,0.8278646,1.8108899361307938e-35,1.0701588931070808e-34,34.74210794481772,cc-out_vs_cc_in
149,Sema5a,12.421942,0.834974,1.9868079116580858e-35,1.167906661297425e-34,34.701844119271435,cc-out_vs_cc_in
150,Igf2,12.336394,1.0866319,5.768152802502323e-35,3.3728514545158322e-34,34.23896324336411,cc-out_vs_cc_in
151,Drd2,12.290548,2.0557036,1.018132358377321e-34,5.922225393493212e-34,33.99219575954705,cc-out_vs_cc_in
152,Tox3,12.28461,1.0774153,1.0957210283696315e-34,6.340344075618024e-34,33.96030000357206,cc-out_vs_cc_in
153,Nudt14,12.225436,1.1850562,2.2735794091188826e-34,1.3087806857673983e-33,33.64328987262673,cc-out_vs_cc_in
154,Dlx6os1,12.187822,1.7111056,3.609377574366334e-34,2.0670198376912356e-33,33.44256768433377,cc-out_vs_cc_in
155,Tns1,12.108764,0.4142124,9.491372947579998e-34,5.407648894749424e-33,33.022670961394574,cc-out_vs_cc_in
156,Lhfp,12.074433,0.8741099,1.4415326263991907e-33,8.171136469028065e-33,32.841175523719905,cc-out_vs_cc_in
157,Tox,12.058706,1.110766,1.745028527272272e-33,9.84125225278931e-33,32.75819746891359,cc-out_vs_cc_in
158,Chrm1,12.014871,1.9040788,2.968354840490233e-33,1.6655768827195196e-32,32.52748418423683,cc-out_vs_cc_in
159,Ermn,11.963052,0.79286754,5.548471886142223e-33,3.0976644550271404e-32,32.255826610173976,cc-out_vs_cc_in
160,Sv2c,11.857934,1.6272036,1.957463832052388e-32,1.0873711587051017e-31,31.708306253630266,cc-out_vs_cc_in
161,Akr7a5,11.810664,0.4964741,3.43834924451389e-32,1.8910920844826394e-31,31.46365001268041,cc-out_vs_cc_in
162,Sp9,11.639408,2.0402663,2.598112401081555e-31,1.4219225998037474e-30,30.58534206415078,cc-out_vs_cc_in
163,Ccdc3,11.634568,1.2021186,2.749773237293128e-31,1.4975480718787574e-30,30.560703119207147,cc-out_vs_cc_in
164,Igfbp6,11.612555,1.8435731,3.5582491512423865e-31,1.9283974668440447e-30,30.44876364556594,cc-out_vs_cc_in
165,Nptx2,11.601148,1.7158151,4.065884663888948e-31,2.192814495912923e-30,30.39084494506518,cc-out_vs_cc_in
166,Zic2,11.595522,0.60693675,4.342124296648754e-31,2.324563260275873e-30,30.362297748689972,cc-out_vs_cc_in
167,Maged2,11.595326,0.52543986,4.352017624998934e-31,2.324563260275873e-30,30.361309354480767,cc-out_vs_cc_in
168,Spon1,11.438794,0.8952902,2.6757781792958643e-30,1.4223873479414857e-29,29.572549892212418,cc-out_vs_cc_in
169,Ust,11.428003,0.67116594,3.0299601875642102e-30,1.6029932230399226e-29,29.51856307791181,cc-out_vs_cc_in
170,Galnt18,11.275531,0.8990914,1.7332998129640205e-29,9.083472133033145e-29,28.761126309845743,cc-out_vs_cc_in
171,Wnt7b,11.213882,1.1154461,3.4856066203254334e-29,1.818079321681482e-28,28.45772162820196,cc-out_vs_cc_in
172,Fn1,11.161862,0.5410607,6.266455542535153e-29,3.238154468723979e-28,28.202978037092663,cc-out_vs_cc_in
173,2900052N01Rik,11.139578,1.4317541,8.049978147070824e-29,4.140521167312817e-28,28.094205298591067,cc-out_vs_cc_in
174,Chrm3,11.073869,1.6207347,1.6798807899217304e-28,8.600679988954113e-28,27.77472153620039,cc-out_vs_cc_in
175,Doc2b,11.064394,2.0951653,1.8672150793903278e-28,9.515944739461716e-28,27.728805653977815,cc-out_vs_cc_in
176,Elfn1,10.980299,1.180224,4.753495763189703e-28,2.4114766177642738e-27,27.3229868888423,cc-out_vs_cc_in
177,Tshz1,10.966059,0.3762367,5.564555094721288e-28,2.8101003228342504e-27,27.254569553275655,cc-out_vs_cc_in
178,Anxa2,10.880235,0.68766546,1.4319348178163736e-27,7.198550147484122e-27,26.84407675081794,cc-out_vs_cc_in
179,Lypd1,10.859913,1.6873785,1.7891890854526297e-27,8.913852349497182e-27,26.74734375980754,cc-out_vs_cc_in
180,Slc30a3,10.814664,1.9219935,2.933672948304996e-27,1.455049395342344e-26,26.532588303806783,cc-out_vs_cc_in
181,Mafa,10.793294,1.1444366,3.7027512961973085e-27,1.8283363067000933e-26,26.431475457358186,cc-out_vs_cc_in
182,Myo5b,10.675802,1.9829174,1.321113651298417e-26,6.494501179613014e-26,25.879059819774845,cc-out_vs_cc_in
183,Grin2c,10.588815,0.42811188,3.358183065747063e-26,1.6435865136762057e-25,25.473895632713543,cc-out_vs_cc_in
184,Rcn1,10.537871,1.0160801,5.779226726656308e-26,2.8161056549627885e-25,25.238130267256366,cc-out_vs_cc_in
185,Rab3b,10.522092,1.1303345,6.833938896599583e-26,3.3155048533284436e-25,25.165328908620115,cc-out_vs_cc_in
186,Oprm1,10.506173,2.0172296,8.091008232466828e-26,3.9083087592481073e-25,25.091997356939782,cc-out_vs_cc_in
187,Epha6,10.461384,1.8545719,1.2994418877007105e-25,6.249696697989132e-25,24.88624313779839,cc-out_vs_cc_in
188,Adgrl2,10.435977,0.6045286,1.698571189741393e-25,8.134105999149516e-25,24.76991624646016,cc-out_vs_cc_in
189,Lmcd1,10.398709,1.0115602,2.5131515357053723e-25,1.1983310541496432e-24,24.599781323927715,cc-out_vs_cc_in
190,Ddit4l,10.379452,1.133981,3.0753527997769325e-25,1.460135453227424e-24,24.512105055430848,cc-out_vs_cc_in
191,Ankrd63,10.359114,1.9389517,3.8047173915516796e-25,1.7987408604314537e-24,24.41967759640926,cc-out_vs_cc_in
192,Pafah1b3,10.291582,1.1206365,7.6902239483966735e-25,3.6202706807918236e-24,24.114061012846587,cc-out_vs_cc_in
193,Itih5,10.265264,0.46427363,1.0104478802027628e-24,4.736740906773289e-24,23.995486082865256,cc-out_vs_cc_in
194,Rgs12,10.181863,0.49922267,2.3894227028571714e-24,1.1153985810396291e-23,23.62170701421855,cc-out_vs_cc_in
195,Rxrg,10.133861,1.3196791,3.90903812268754e-24,1.8171302737681412e-23,23.407930094113134,cc-out_vs_cc_in
196,Slc7a11,10.093673,0.7749206,5.892295686237174e-24,2.727641878087292e-23,23.229715467586523,cc-out_vs_cc_in
197,Cgnl1,10.075362,0.6642677,7.099840808497745e-24,3.2729971527970933e-23,23.14875138885361,cc-out_vs_cc_in
198,Rgs16,10.027756,1.1425381,1.1510305256164478e-23,5.284276503966419e-23,22.938913158619567,cc-out_vs_cc_in
199,Tead1,9.992647,0.7578655,1.641387977112107e-23,7.504452850088686e-23,22.78478875203437,cc-out_vs_cc_in
200,Sfrp1,9.9306135,0.8335738,3.063643507432274e-23,1.39496226916281e-22,22.51376177159897,cc-out_vs_cc_in
201,Dlx2,9.8906975,1.6626701,4.568328774361255e-23,2.0715972523736138e-22,22.340242648248903,cc-out_vs_cc_in
202,B9d2,9.867974,0.946278,5.73104061125408e-23,2.5882870402858874e-22,22.241766514037266,cc-out_vs_cc_in
203,Hmgb3,9.823133,0.48157653,8.95165951349055e-23,4.0264347042461544e-22,22.048096445048117,cc-out_vs_cc_in
204,Palld,9.697604,1.2947373,3.086609591474311e-22,1.3771980948305058e-21,21.51051829860045,cc-out_vs_cc_in
205,Nfix,9.649491,0.6525473,4.939997250372399e-22,2.195334778065494e-21,21.306273292806804,cc-out_vs_cc_in
206,Plcxd3,9.572205,1.5828456,1.046503748459518e-21,4.613752637057636e-21,20.980259211728193,cc-out_vs_cc_in
207,Nr4a3,9.354849,1.5183076,8.371932489263144e-21,3.661896454949351e-20,20.07717428244261,cc-out_vs_cc_in
208,Ier3ip1,9.312309,0.68249995,1.2508312317602632e-20,5.449699994061382e-20,19.90280128347979,cc-out_vs_cc_in
209,Eya1,9.305138,0.68162227,1.3381928838803424e-20,5.80754802340258e-20,19.8734812839019,cc-out_vs_cc_in
210,Rasgrp2,9.225056,0.6694975,2.834132221147656e-20,1.225183228675115e-19,19.547579892417662,cc-out_vs_cc_in
211,Prdm16,9.023028,0.6750019,1.8295970258113064e-19,7.878613549133184e-19,18.73764455438884,cc-out_vs_cc_in
212,Galnt14,9.009706,1.7596942,2.0661011410640855e-19,8.862696400471811e-19,18.684848422443267,cc-out_vs_cc_in
213,Col6a1,8.947519,1.8847102,3.635613714999733e-19,1.553525706678732e-18,18.439422266912143,cc-out_vs_cc_in
214,Lmo2,8.776931,0.5090851,1.6799621671383454e-18,7.151103324485448e-18,17.774700498505126,cc-out_vs_cc_in
215,Bmp6,8.699568,0.7257159,3.33149960611974e-18,1.412708420762989e-17,17.477360233742097,cc-out_vs_cc_in
216,Samd5,8.667077,1.1827835,4.43355674635594e-18,1.8728827168066347e-17,17.35324772850486,cc-out_vs_cc_in
217,Isyna1,8.620847,0.5152302,6.646076342523841e-18,2.796890460812116e-17,17.177434674350355,cc-out_vs_cc_in
218,Cd34,8.607511,0.44993383,7.466453003449645e-18,3.1302752025783227e-17,17.126885664164583,cc-out_vs_cc_in
219,Trhde,8.578568,1.5473566,9.606114038586933e-18,4.012177705590257e-17,17.01745226195741,cc-out_vs_cc_in
220,Tshz3,8.536028,0.7849151,1.3891530567053345e-17,5.780333505616579e-17,16.857249901115882,cc-out_vs_cc_in
221,Prkd1,8.482093,0.587486,2.2117873889596015e-17,9.16901413856014e-17,16.655256622502712,cc-out_vs_cc_in
222,C1ql3,8.454912,0.7355584,2.7929739508702657e-17,1.1492570590432833e-16,16.553933114798838,cc-out_vs_cc_in
223,Fbln1,8.430618,0.51103175,3.438425018501596e-17,1.40962737843368e-16,16.46364044184866,cc-out_vs_cc_in
224,Egln3,8.35181,1.3447714,6.722472347690033e-17,2.745833374368981e-16,16.172470975533866,cc-out_vs_cc_in
225,Kcnk9,8.34427,1.6061119,7.165530568174653e-17,2.9160822202351795e-16,16.144751646955466,cc-out_vs_cc_in
226,Chrna4,8.328633,1.1516806,8.178064319360336e-17,3.315996152850122e-16,16.08734947810139,cc-out_vs_cc_in
227,Sema5b,8.302663,0.5848258,1.0180324526759036e-16,4.1128511088106505e-16,15.992238377408473,cc-out_vs_cc_in
228,Slit3,8.301587,1.6868804,1.0272988323637466e-16,4.135250009985951e-16,15.988303205508236,cc-out_vs_cc_in
229,Adgrf5,8.257305,0.4334416,1.4899848339430078e-16,5.97607635563423e-16,15.82681815210342,cc-out_vs_cc_in
230,Ddo,8.247917,0.9079454,1.6117936850070317e-16,6.44137692101731e-16,15.792690550122355,cc-out_vs_cc_in
231,Syt10,8.216708,1.0502065,2.0916484618929875e-16,8.313790240697762e-16,15.679511304455268,cc-out_vs_cc_in
232,Egfr,8.2165,0.56919414,2.0952846691227482e-16,8.313790240697762e-16,15.678756964664041,cc-out_vs_cc_in
