,names,scores,logfoldchanges,pvals,pvals_adj,log_pval,comparison
877,Olig3,0.41395354,0.48650202,0.6789081236053853,0.7527727271542644,0.16818899466058582,cc-out_vs_cc_in
878,Fbxw13,0.4139396,0.5717867,0.6789183371814338,0.7527727271542644,0.16818246113093893,cc-out_vs_cc_in
879,4930509J09Rik,0.40794387,0.6099657,0.6833148852712068,0.7562102427516749,0.1653791185415684,cc-out_vs_cc_in
880,Vsx2,0.40722525,0.6225016,0.683842553398254,0.7562102427516749,0.16504387790175593,cc-out_vs_cc_in
881,Il31ra,0.40692842,0.25924003,0.6840605706259526,0.7562102427516749,0.16490544166590243,cc-out_vs_cc_in
882,Cnpy1,0.40102074,0.5317762,0.6884048627216783,0.7602562648944181,0.1621560705848418,cc-out_vs_cc_in
883,Fgd5,0.3939095,-0.15284698,0.6936478426989512,0.7652857529677605,0.1588609600768473,cc-out_vs_cc_in
884,Cubn,0.38756713,0.82079023,0.698336401009521,0.7696941880174383,0.15593531962940416,cc-out_vs_cc_in
885,Lmx1b,0.3801559,0.35208136,0.7038297080359455,0.7744217160015999,0.15253240592398193,cc-out_vs_cc_in
886,Ttc6,0.37989986,0.28663158,0.7040197418196362,0.7744217160015999,0.15241516238754868,cc-out_vs_cc_in
887,Dpf3,0.37710154,0.004839991,0.7060981544655509,0.7759397127707488,0.15113492362273212,cc-out_vs_cc_in
888,Ppp1r17,0.37462354,0.3324565,0.7079404607888443,0.7765003722326577,0.1500032658104672,cc-out_vs_cc_in
889,Tnfrsf8,0.3739667,0.7290278,0.7084290970026301,0.7765003722326577,0.149703609525768,cc-out_vs_cc_in
890,Lhx9,0.37359574,0.18019268,0.7087051102105444,0.7765003722326577,0.14953443569024105,cc-out_vs_cc_in
891,Hpse2,0.3680403,0.74103284,0.7128431958154695,0.7797588261478458,0.1470059914404551,cc-out_vs_cc_in
892,Pax8,0.36695847,0.3515199,0.7136499870453306,0.7797588261478458,0.14651473775519888,cc-out_vs_cc_in
893,Smoc2,0.366778,0.103622265,0.7137846320363268,0.7797588261478458,0.1464328067497471,cc-out_vs_cc_in
894,A830019P07Rik,0.35253045,0.20143798,0.7244404790290033,0.7882990912842534,0.13999729092593546,cc-out_vs_cc_in
895,Vgll3,0.34613585,0.17422238,0.729240607611247,0.7927459051429505,0.1371291557459976,cc-out_vs_cc_in
896,Barhl2,0.34049395,0.4976326,0.7334845713894353,0.796580018390677,0.1346090169684875,cc-out_vs_cc_in
897,Crb1,0.3337623,0.3685058,0.7385589517036355,0.8013076126393937,0.13161483362519352,cc-out_vs_cc_in
898,Lgr5,0.33121017,0.18403417,0.7404857328147177,0.8026142918606355,0.1304833047586157,cc-out_vs_cc_in
899,Layn,0.3272055,-0.06873828,0.743512449802489,0.8046906852343659,0.12871175500315205,cc-out_vs_cc_in
900,Slc18a2,0.32675925,0.25243425,0.7438499853606605,0.8046906852343659,0.1285146412003412,cc-out_vs_cc_in
901,Bsx,0.32105318,0.7335626,0.7481700868231485,0.8085768156230719,0.12599965966005863,cc-out_vs_cc_in
902,Clrn1,0.31904358,0.15676974,0.7496934649104805,0.8094358012784683,0.12511627488909782,cc-out_vs_cc_in
903,Bhlhe23,0.31394577,0.47741914,0.7535622345831505,0.8128229540018255,0.12288087470976576,cc-out_vs_cc_in
904,Pirt,0.30739018,0.4308859,0.7585463910341799,0.8174054708428456,0.12001785356669428,cc-out_vs_cc_in
905,Crybg1,0.30188555,0.085948884,0.7627393108321947,0.8206701852547418,0.11762386992498174,cc-out_vs_cc_in
906,Nfam1,0.30085257,-0.13130859,0.7635269277999754,0.8206701852547418,0.11717564179195258,cc-out_vs_cc_in
907,Cd79a,0.3005049,0.5159738,0.7637920536034231,0.8206701852547418,0.11702486428442996,cc-out_vs_cc_in
908,D930028M14Rik,0.28619882,0.16473904,0.7747258535449434,0.830010051387109,0.11085195085584279,cc-out_vs_cc_in
909,Aldh1a3,0.2811255,0.14787751,0.7786141468761669,0.8333721745466488,0.1086777097182424,cc-out_vs_cc_in
910,Ebf3,0.2630825,0.084683135,0.7924869933124497,0.846589470740511,0.10100785690703815,cc-out_vs_cc_in
911,Nkx2-4,0.2586483,0.09315792,0.7959066114442015,0.8494257880062515,0.09913788768171443,cc-out_vs_cc_in
912,Mab21l1,0.25415853,0.383126,0.7993730938181121,0.8514298149256982,0.09725047379292368,cc-out_vs_cc_in
913,Mbnl3,0.24751012,0.39255825,0.8045134638597696,0.8538243095667196,0.09446668340948304,cc-out_vs_cc_in
914,Mab21l2,0.2473862,0.322243,0.8046093559271401,0.8538243095667196,0.09441492179718781,cc-out_vs_cc_in
915,Pgr15l,0.24734774,0.5477788,0.8046391108158015,0.8538243095667196,0.09439886164958002,cc-out_vs_cc_in
916,Cnmd,0.24336539,0.033101223,0.8077223478843442,0.8562781760491472,0.09273790098819497,cc-out_vs_cc_in
917,Adamts18,0.24065273,0.044366874,0.8098242854182275,0.856956022869968,0.09160920353083013,cc-out_vs_cc_in
918,Tmem26,0.24054933,0.45112547,0.8099044320553253,0.856956022869968,0.0915662244295923,cc-out_vs_cc_in
919,Calcrl,0.23546305,-0.036050513,0.8138493502002595,0.8603107783753456,0.08945597893367016,cc-out_vs_cc_in
920,Pappa,0.23281313,0.02760839,0.8159065116249322,0.861239335290131,0.08835960081896882,cc-out_vs_cc_in
921,Upk1b,0.2323346,-0.04999835,0.816278145869044,0.861239335290131,0.08816183066648989,cc-out_vs_cc_in
922,1700057H15Rik,0.22670364,0.28508645,0.8206541963879833,0.8642417447198186,0.0858398054107592,cc-out_vs_cc_in
923,Ccdc141,0.22667097,-0.105115004,0.820679604571925,0.8642417447198186,0.08582635947541624,cc-out_vs_cc_in
924,Frem3,0.2205505,0.47909662,0.8254424370948972,0.8682073790643497,0.08331320722698995,cc-out_vs_cc_in
925,Ttn,0.21982393,0.21223542,0.8260082805319691,0.8682073790643497,0.0830155989613177,cc-out_vs_cc_in
926,4930467D21Rik,0.20705308,0.24387299,0.8359684047612326,0.876269596729182,0.07781013631355653,cc-out_vs_cc_in
927,Esr2,0.20695525,0.17973533,0.8360447997596155,0.876269596729182,0.07777045011230391,cc-out_vs_cc_in
928,Ngf,0.20571189,0.07783488,0.837015975397524,0.8764606490731849,0.07726625292575981,cc-out_vs_cc_in
929,Pcdh18,0.20075391,-0.07208184,0.8408909963577942,0.8777185834981226,0.07526029760098958,cc-out_vs_cc_in
930,4930438E09Rik,0.20021999,0.34337,0.8413085332964062,0.8777185834981226,0.07504470606270029,cc-out_vs_cc_in
931,Apela,0.20013194,0.22598678,0.8413774000229528,0.8777185834981226,0.07500915761155989,cc-out_vs_cc_in
932,Cnga3,0.19630916,0.13455151,0.8443681891341281,0.8798860735181047,0.07346813673784057,cc-out_vs_cc_in
933,Adamtsl3,0.19358474,0.02592699,0.8465010524524403,0.8798860735181047,0.07237249759757027,cc-out_vs_cc_in
934,Nmur2,0.19347377,0.18859781,0.8465879506176128,0.8798860735181047,0.07232791707807408,cc-out_vs_cc_in
935,Gzmk,0.19342893,0.24042808,0.8466230536371322,0.8798860735181047,0.07230990981537702,cc-out_vs_cc_in
936,Rab37,0.1824617,0.004620476,0.8552204173058603,0.8879905454456176,0.06792193944401187,cc-out_vs_cc_in
937,Lncenc1,0.1809615,0.14115396,0.8563977881590162,0.8883827662415192,0.06732446303987692,cc-out_vs_cc_in
938,Otp,0.1739011,0.23786955,0.8619431863352616,0.8928475563847605,0.06452135908740392,cc-out_vs_cc_in
939,C1qtnf7,0.17343551,0.163839,0.8623091161123745,0.8928475563847605,0.06433702262443439,cc-out_vs_cc_in
940,Gabra6,0.16685644,0.118564084,0.8674830131048235,0.8973683683048965,0.061739020729676554,cc-out_vs_cc_in
941,Col15a1,0.16283563,-0.06853365,0.8706478509446549,0.8998044301390806,0.06015746762873253,cc-out_vs_cc_in
942,Col26a1,0.15506539,-0.0070932885,0.8767697742113061,0.9044486714473176,0.05711443048323116,cc-out_vs_cc_in
943,Pitx2,0.15141933,0.054925043,0.8796449448249284,0.9065728512991609,0.05569258878056738,cc-out_vs_cc_in
944,Mctp2,0.14868513,0.015227737,0.8818020916800422,0.9079125444901659,0.05462887533956371,cc-out_vs_cc_in
945,Antxr2,0.14770035,0.012929914,0.8825792511695583,0.9079125444901659,0.05424628673302337,cc-out_vs_cc_in
946,Nxph2,0.1455248,0.05366487,0.8842965397104402,0.9079976484457477,0.05340207439411965,cc-out_vs_cc_in
947,Scn5a,0.13331397,0.008523712,0.8939450786882837,0.9162112383973091,0.04868916213842322,cc-out_vs_cc_in
948,Adam33,0.12572442,0.06689164,0.8999500731476453,0.9206671558628305,0.045781583402810556,cc-out_vs_cc_in
949,Insm2,0.119448766,0.052959614,0.9049198287130862,0.9247719552214753,0.04338989536917746,cc-out_vs_cc_in
950,Itgad,0.11855583,0.03934784,0.9056272612789964,0.9247719552214753,0.04305051278473461,cc-out_vs_cc_in
951,Smpdl3b,0.11569194,-0.031028729,0.9078966935763416,0.9253882812507482,0.041963565534182574,cc-out_vs_cc_in
952,Stard5,0.10813705,-0.009602454,0.9138869770545444,0.9306401755340044,0.03910751135223962,cc-out_vs_cc_in
953,Corin,0.10685722,0.068791136,0.9149022541297496,0.9308208830935456,0.038625302392185694,cc-out_vs_cc_in
954,Slc6a5,0.10007154,0.08530029,0.920287526031148,0.9354432217937836,0.036076464545813994,cc-out_vs_cc_in
955,Gnrh1,0.09824224,0.02869721,0.9217399405058917,0.9360631388501331,0.03539159340898603,cc-out_vs_cc_in
956,Cdh23,0.08553534,0.008979984,0.9318357996897862,0.9454516652560297,0.03066060864518497,cc-out_vs_cc_in
957,Gabre,0.07859507,0.016339086,0.9373547101255895,0.9475897024108553,0.02809603397956887,cc-out_vs_cc_in
958,Cdh3,0.07220925,0.016930649,0.9424353886184167,0.9509952014124078,0.02574841441484598,cc-out_vs_cc_in
959,Aldh3b2,0.065438114,0.06457869,0.9478251780163207,0.9555660370019349,0.023271758890133373,cc-out_vs_cc_in
960,Lmod2,0.059607536,0.035980582,0.9524682162024116,0.9593764172265452,0.02114950778695241,cc-out_vs_cc_in
961,Slc6a4,0.046460744,0.025780119,0.9629430231284373,0.9672962917682585,0.016399409109077657,cc-out_vs_cc_in
962,Hrh2,0.0073315552,-0.05791234,0.994150317711234,0.9950459486280909,0.002547944358350612,cc-out_vs_cc_in
963,Drd3,-0.0021719732,-0.074127235,0.9982670174594876,0.9982670174594876,0.0007532776517741414,cc-out_vs_cc_in
964,Dsg2,-0.012893377,-0.05625666,0.989712858929792,0.9914977333372397,0.004490787089775199,cc-out_vs_cc_in
965,Tbx3,-0.027416231,-0.15541987,0.978127752567485,0.9807761129083716,0.00960441861556586,cc-out_vs_cc_in
966,Dmrt2,-0.041541427,-0.13008709,0.9668642662013373,0.9703579040195897,0.014634490319613397,cc-out_vs_cc_in
967,Ror2,-0.049907967,-0.09305602,0.960195727553782,0.9654094600110876,0.017640230780875937,cc-out_vs_cc_in
968,Zfp521,-0.052192505,-0.028273294,0.9583753052150656,0.9644519602300162,0.018464385425342414,cc-out_vs_cc_in
969,Scn7a,-0.0733042,-0.043506056,0.9415640527825189,0.950979693310344,0.02615013042821657,cc-out_vs_cc_in
970,Zbbx,-0.080746524,-0.039303713,0.9356435388519402,0.9467212856689485,0.028889577111714453,cc-out_vs_cc_in
971,Styk1,-0.08213792,-0.037834898,0.9345370367455142,0.946463671672075,0.029403482369183463,cc-out_vs_cc_in
972,Mmel1,-0.08260531,-0.17313018,0.9341653791671314,0.946463671672075,0.02957623201214743,cc-out_vs_cc_in
973,Ano1,-0.11651455,-0.16743654,0.9072447558928644,0.9253882812507482,0.0422755334535274,cc-out_vs_cc_in
974,Sox14,-0.12798326,-0.18769066,0.8981622259332581,0.9196850073841933,0.04664521404029881,cc-out_vs_cc_in
975,Sim1,-0.14254774,-0.19789444,0.8866473682616324,0.9095708459267531,0.05224907066230905,cc-out_vs_cc_in
976,Rab38,-0.1463201,-0.11420054,0.8836686908973332,0.9079976484457477,0.053710532141753815,cc-out_vs_cc_in
977,Slitrk6,-0.15558039,-0.13033348,0.8763637890376116,0.9044486714473176,0.05731557559563792,cc-out_vs_cc_in
978,Colgalt2,-0.20344567,-0.103423186,0.8387867020223083,0.8774877833773865,0.07634846338088491,cc-out_vs_cc_in
979,Plscr5,-0.21623585,-0.21171701,0.8288039080470233,0.870322440302687,0.08154820977155486,cc-out_vs_cc_in
980,Ebf1,-0.2532391,-0.21207267,0.8000834624504312,0.8514298149256982,0.096864706269312,cc-out_vs_cc_in
981,Onecut2,-0.25666618,-0.1454929,0.7974364722059573,0.850241766430728,0.09830390497214916,cc-out_vs_cc_in
982,Egflam,-0.27990842,-0.21425329,0.7795477691119506,0.8335684037376103,0.10815726697150856,cc-out_vs_cc_in
983,Agtr2,-0.28972673,-0.26225764,0.7720253095700942,0.8279151727146473,0.11236846180616125,cc-out_vs_cc_in
984,Stk31,-0.29640064,-0.23862657,0.7669241432945261,0.8232393460871676,0.1152475901289942,cc-out_vs_cc_in
985,Ptprc,-0.35561568,-0.25979382,0.7221283919005148,0.7865535719622274,0.1413855795263943,cc-out_vs_cc_in
986,Arhgef38,-0.36137673,-0.51392126,0.7178178348230504,0.7826257257001069,0.14398575543575057,cc-out_vs_cc_in
987,Frem2,-0.36352918,-0.14678933,0.7162096137305055,0.7816393721557875,0.1449598537205317,cc-out_vs_cc_in
988,Hmcn1,-0.41711968,-0.3246571,0.6765908794424684,0.7516924670605825,0.16967386087039302,cc-out_vs_cc_in
989,Kcnh8,-0.42962217,-0.26125225,0.6674705136840473,0.7476356483968024,0.17556791502280342,cc-out_vs_cc_in
990,Pde3a,-0.44720015,-0.103709295,0.6547305440650131,0.7399924117358987,0.18393739818069563,cc-out_vs_cc_in
991,Ctsc,-0.47387806,-0.2687042,0.6355868668060446,0.7249866622397491,0.19682508524154915,cc-out_vs_cc_in
992,Fat2,-0.47483474,-0.20228817,0.6349047648020891,0.7249866622397491,0.1972914136415248,cc-out_vs_cc_in
993,B930025P03Rik,-0.47933707,-0.35930613,0.6316988483795322,0.7249866622397491,0.19948991484675965,cc-out_vs_cc_in
994,Car12,-0.4801033,-0.16173165,0.6311539378367166,0.7249866622397491,0.19986470383110638,cc-out_vs_cc_in
995,Prdm13,-0.4897929,-0.4077653,0.6242804467934329,0.7232279211548528,0.20462026747572915,cc-out_vs_cc_in
996,Lhfpl5,-0.5142152,-0.20267297,0.6071015703441687,0.7116596019853639,0.2167386437685844,cc-out_vs_cc_in
997,Col6a3,-0.5158821,-0.21302602,0.6059367623838681,0.7116596019853639,0.21757269791422518,cc-out_vs_cc_in
998,Masp1,-0.51836365,-0.12731154,0.6042045616948152,0.7110924449607412,0.2188160001626925,cc-out_vs_cc_in
999,Vipr2,-0.55897254,-0.29611385,0.5761804811144333,0.6890597572853987,0.2394414581137051,cc-out_vs_cc_in
1000,Itga2,-0.5627355,-0.49880144,0.5736149994401839,0.6879378243107446,0.24137950083932655,cc-out_vs_cc_in
1001,Cp,-0.57051015,-0.21672493,0.5683317418257231,0.6848335847813214,0.24539808755057252,cc-out_vs_cc_in
1002,B230323A14Rik,-0.654318,-0.36624736,0.512906957137678,0.633859432013304,0.28996141006660825,cc-out_vs_cc_in
1003,Fbn1,-0.6692397,-0.29932138,0.5033425863552077,0.6241223364292809,0.29813632365284254,cc-out_vs_cc_in
1004,St3gal1,-0.7929067,-0.16900909,0.4278321847438521,0.5488701584877825,0.3687265476492706,cc-out_vs_cc_in
1005,Alpk2,-0.79358625,-0.45039496,0.4274363332005937,0.5488701584877825,0.3691285644417959,cc-out_vs_cc_in
1006,Col5a2,-0.8141182,-0.23582266,0.4155772394301751,0.5419088180832448,0.3813482461499008,cc-out_vs_cc_in
1007,Itga4,-0.84011275,-0.35837504,0.40084517265748254,0.5295350616200513,0.3970233422046532,cc-out_vs_cc_in
1008,Dach2,-0.85595745,-0.33135062,0.3920213019175146,0.5205339086979452,0.40669033335231275,cc-out_vs_cc_in
1009,Rreb1,-0.87354964,-0.15300603,0.3823635720292424,0.5130506383145994,0.4175234898799201,cc-out_vs_cc_in
1010,Foxa2,-0.9166809,-0.6969055,0.3593098873625177,0.48945407431968735,0.44453083186882475,cc-out_vs_cc_in
1011,Tal1,-0.91750807,-0.34551942,0.35887646497460945,0.48945407431968735,0.44505502165227373,cc-out_vs_cc_in
1012,Hoxb3,-0.99758357,-0.57389635,0.31848131838389515,0.4417974744547856,0.49691603761666886,cc-out_vs_cc_in
1013,Adgrv1,-1.0071372,-0.30731913,0.31386887978959266,0.43697785143638773,0.5032517426168056,cc-out_vs_cc_in
1014,Lama3,-1.0075718,-0.24908957,0.3136600511315202,0.43697785143638773,0.5035407910821214,cc-out_vs_cc_in
1015,C230014O12Rik,-1.0082595,-0.13314444,0.3133298636970928,0.43697785143638773,0.5039982102227821,cc-out_vs_cc_in
1016,Fat4,-1.0246298,-0.24627917,0.3055378680985159,0.4299653802833096,0.5149349560039544,cc-out_vs_cc_in
1017,Gpr4,-1.0411643,-0.2465247,0.2977992951683701,0.42280270571069256,0.5260763344711824,cc-out_vs_cc_in
1018,Man1a,-1.0792848,-0.11610296,0.2804607804124587,0.4036164858008311,0.552127861827897,cc-out_vs_cc_in
1019,Zim1,-1.0970842,-0.42340758,0.2726046053153709,0.39486794850766244,0.5644668115748646,cc-out_vs_cc_in
1020,Adam12,-1.1082829,-0.2890685,0.26773965466011207,0.38883497559135227,0.5722873011154453,cc-out_vs_cc_in
1021,Klk6,-1.1773522,-0.28761148,0.23905498611178877,0.35364858797629467,0.6215021935358432,cc-out_vs_cc_in
1022,Arhgap28,-1.1959053,-0.37642273,0.23173349622484074,0.3437328628915862,0.6350111860020474,cc-out_vs_cc_in
1023,Slc12a8,-1.2007138,-0.36429355,0.22986227908863666,0.34187013663651317,0.6385322915743222,cc-out_vs_cc_in
1024,Dnah9,-1.2116737,-0.31767634,0.22563728189211762,0.3364872754122721,0.6465891405827219,cc-out_vs_cc_in
1025,Stxbp6,-1.2804394,-0.043247186,0.2003906519869103,0.3033160958548465,0.6981225417129386,cc-out_vs_cc_in
1026,Cdh6,-1.48667,-0.35867673,0.1371019766652877,0.21885100010795208,0.8629562837324523,cc-out_vs_cc_in
1027,Npbwr1,-1.49135,-0.58963364,0.13586960382729812,0.2179256381936754,0.866877690924525,cc-out_vs_cc_in
1028,Lama4,-1.5023785,-0.414676,0.13299938451865628,0.21445909463022805,0.8761503688131381,cc-out_vs_cc_in
1029,Gata2,-1.5325584,-0.35905963,0.1253846947373977,0.203658473469662,0.901755473048867,cc-out_vs_cc_in
1030,Pdlim1,-1.5738012,-0.09028569,0.11553341649558828,0.18931803204513065,0.9372923837315903,cc-out_vs_cc_in
1031,Adgrg2,-1.6189849,-0.8377399,0.10545051260197735,0.17459838971802807,0.9769513047849112,cc-out_vs_cc_in
1032,Epha1,-1.6404494,-0.81469387,0.1009117569959492,0.16808540033358257,0.9960582321673621,cc-out_vs_cc_in
1033,Adamts12,-1.6797404,-1.0620761,0.09300783963822967,0.15703907270223885,1.0314804431866291,cc-out_vs_cc_in
1034,Gng8,-1.811841,-0.117254734,0.07001075891918088,0.12280522518907076,1.1548352145545095,cc-out_vs_cc_in
1035,Adamts9,-1.9793787,-0.31477535,0.04777339046855702,0.08616272209507604,1.3208139358249993,cc-out_vs_cc_in
1036,Bmp2,-2.0215368,-0.4205257,0.043224218081547874,0.07898372744835475,1.3642728542932656,cc-out_vs_cc_in
1037,Matn2,-2.0705137,-0.27605763,0.03840426762602683,0.0704078239810492,1.415620512521747,cc-out_vs_cc_in
1038,Adamts16,-2.122627,-0.46864784,0.03378511408175038,0.06266320825513302,1.471274610260065,cc-out_vs_cc_in
1039,Tbcc,-2.181273,-0.15121074,0.02916323431635403,0.05491585309401581,1.5351643127322503,cc-out_vs_cc_in
1040,Kit,-2.307122,-0.3525028,0.021048026587102697,0.040668447892645385,1.6767886163369914,cc-out_vs_cc_in
1041,Sema3d,-2.4116113,-0.32878554,0.015882204250002547,0.031175139437725843,1.799089223119274,cc-out_vs_cc_in
1042,Trps1,-2.4999864,-0.10099807,0.012419807183067899,0.024906869639690316,1.9058851465088469,cc-out_vs_cc_in
1043,Grhpr,-2.5094278,-0.08151604,0.012092694156814757,0.02442724219676581,1.917476930976402,cc-out_vs_cc_in
1044,Ctxn3,-2.5518315,-0.6393181,0.010715834163572222,0.02184457202886007,1.9699740160793922,cc-out_vs_cc_in
1045,Svep1,-2.5874546,-0.65941954,0.009668792224002482,0.01985587460418994,2.0146277723710377,cc-out_vs_cc_in
1046,Adam18,-2.9552362,-0.8622063,0.003124298179047455,0.006726928831243649,2.5052475243033183,cc-out_vs_cc_in
1047,Piezo2,-3.0752978,-0.8182093,0.0021029237603977353,0.004635611701987865,2.677176471982606,cc-out_vs_cc_in
1048,Timm50,-3.1754498,-0.17848969,0.0014960442542014919,0.003344275988768325,2.8250555594988005,cc-out_vs_cc_in
1049,Qpct,-3.4777036,-0.41001526,0.0005057290353479658,0.0011892699078888203,3.2960821115653793,cc-out_vs_cc_in
1050,Epb41l4a,-3.7176166,-0.34070998,0.00020111127483779057,0.0004910651128456821,3.69656358100656,cc-out_vs_cc_in
1051,Emx2os,-3.9051785,-0.73489004,9.415583132991444e-05,0.00023402042194079403,4.026152777761181,cc-out_vs_cc_in
1052,Col11a1,-3.916193,-0.5024944,8.995822698548125e-05,0.00022408876722168088,4.045959112796321,cc-out_vs_cc_in
1053,Prkcq,-4.1016498,-0.15441464,4.102146096350654e-05,0.00010501115928676444,4.38698887646179,cc-out_vs_cc_in
1054,Shroom3,-4.209347,-0.39987782,2.5610995163236936e-05,6.710805572253829e-05,4.591573545877317,cc-out_vs_cc_in
1055,Mecom,-4.4321585,-0.5580194,9.329434757553183e-06,2.5466835419266798e-05,5.0301446680554225,cc-out_vs_cc_in
1056,Ddc,-4.4747024,-0.17287152,7.65179038625493e-06,2.1094638012727612e-05,5.116236935578837,cc-out_vs_cc_in
1057,Yif1b,-5.047032,-0.23627716,4.4872613554047614e-07,1.2982675431913255e-06,6.34801863474494,cc-out_vs_cc_in
1058,Grik1,-5.4918237,-0.583943,3.978047509520717e-08,1.2175236317017952e-07,7.4003300344344405,cc-out_vs_cc_in
1059,Kcnmb2,-6.590344,-1.1768663,4.388088712410975e-11,1.5234895498401853e-10,10.357724601033262,cc-out_vs_cc_in
1060,Fzd5,-6.591024,-0.72533315,4.368035892488686e-11,1.5212814660046803e-10,10.359713801657318,cc-out_vs_cc_in
1061,Bcl6,-6.667071,-0.31772187,2.609595018531385e-11,9.233312310790984e-11,10.583426885329855,cc-out_vs_cc_in
1062,Fbn2,-6.7843738,-1.0675479,1.1659131330611983e-11,4.165046594311869e-11,10.933333805698393,cc-out_vs_cc_in
1063,Tgfbi,-7.173872,-1.1046817,7.29059031409528e-13,2.6820681585959788e-12,12.137237305732118,cc-out_vs_cc_in
1064,Pou3f3,-8.455338,0.28394482,2.7828062999516744e-17,1.1492570590432833e-16,16.55551702212079,cc-out_vs_cc_in
1065,Ephb1,-9.4641695,-0.15462269,2.9590187017391838e-21,1.299395169024598e-20,20.52885228998081,cc-out_vs_cc_in
1066,Plagl1,-9.575834,-0.3648217,1.0103822620083844e-21,4.4722497732721715e-21,20.995514286739642,cc-out_vs_cc_in
1067,Sall1,-9.752351,-0.26894248,1.8024548250203577e-22,8.0747068975710385e-22,21.74413561120783,cc-out_vs_cc_in
1068,En2,-10.875685,-0.85204023,1.5052063401141547e-27,7.532811909310027e-27,26.82240396104657,cc-out_vs_cc_in
1069,Zbtb16,-11.182454,-0.37640113,4.969614841676887e-29,2.5800196678051503e-28,28.30367726893593,cc-out_vs_cc_in
1070,Per2,-11.321952,-0.6443468,1.021717502055452e-29,5.379754240680602e-29,28.990669167076067,cc-out_vs_cc_in
1071,Slc25a13,-11.833845,-0.92872506,2.6090938905374487e-32,1.442140951436371e-31,31.58351029214983,cc-out_vs_cc_in
1072,Fign,-12.471685,-0.7468625,1.065480550793377e-35,6.364241354470117e-35,34.972454473458185,cc-out_vs_cc_in
1073,Erbb4,-12.508343,-0.6031454,6.721214744369587e-36,4.036361935672763e-35,35.17255222856815,cc-out_vs_cc_in
1074,Lhfpl2,-14.041416,-0.7451105,8.695783522307206e-45,5.584402019238906e-44,44.060691280356636,cc-out_vs_cc_in
1075,Meis1,-14.190947,-0.93986046,1.0424253777400255e-45,6.772716927889872e-45,44.98195502431169,cc-out_vs_cc_in
1076,Adamts2,-14.724913,-1.3315392,4.460459397339747e-49,2.949744280026464e-48,48.35062040957149,cc-out_vs_cc_in
1077,Col27a1,-15.312409,-1.2862623,6.317900499452188e-53,4.3597437608020996e-52,52.19942721807619,cc-out_vs_cc_in
1078,Ccdc187,-16.867176,-1.1516271,7.84580563781116e-64,5.929721131706258e-63,63.10536245474225,cc-out_vs_cc_in
1079,Wls,-16.990408,-0.72196126,9.671281352693238e-65,7.461662210307074e-64,64.01451598222124,cc-out_vs_cc_in
1080,Prox1,-17.150679,-0.49940127,6.212365892322803e-66,4.8265304240354084e-65,65.2067429733657,cc-out_vs_cc_in
1081,Parm1,-17.807766,-0.7588041,6.151744221017239e-71,4.9525998764856177e-70,70.21100173005156,cc-out_vs_cc_in
1082,Abca8a,-18.045744,-1.0562062,8.521059727386679e-73,7.171891937217122e-72,72.06950639054591,cc-out_vs_cc_in
1083,Zfhx4,-19.322153,-1.0091695,3.497572335026587e-83,3.0596872946571165e-82,82.45623329488387,cc-out_vs_cc_in
1084,Hhip,-19.63446,-1.0092279,7.85093639803261e-86,6.977912270571384e-85,85.10507854093053,cc-out_vs_cc_in
1085,Fat1,-19.76784,-0.59531957,5.63379787107315e-87,5.0477011570663464e-86,86.24919873865169,cc-out_vs_cc_in
1086,Il1rap,-22.637367,-1.107731,1.8581522326937413e-113,2.0439674559631153e-112,112.73091870847449,cc-out_vs_cc_in
1087,Creb5,-23.012907,-0.69799757,3.461739747698132e-117,3.8459928596926246e-116,116.46070558533039,cc-out_vs_cc_in
1088,Pcsk6,-24.111921,-0.85629874,1.8744169873528538e-128,2.1468837865453818e-127,127.72713378849551,cc-out_vs_cc_in
1089,Chn2,-26.20198,-0.61433965,2.5227863512362428e-151,3.1850177684357565e-150,150.59811952728978,cc-out_vs_cc_in
1090,D7Ertd443e,-27.221699,-0.95611,3.595910322678358e-163,4.813320925898381e-162,162.44419114754268,cc-out_vs_cc_in
1091,Folh1,-27.934996,-1.3622401,1.0031057337776093e-171,1.4106967977556e-170,170.99865328714313,cc-out_vs_cc_in
1092,Cobll1,-28.153776,-0.70398206,2.154462448913721e-174,3.1085815334326542e-173,173.66666107102174,cc-out_vs_cc_in
1093,Epha10,-28.736843,-1.2239337,1.3226513237716552e-181,1.9857643523112282e-180,180.87855462907015,cc-out_vs_cc_in
1094,St18,-31.349852,-0.85848314,9.774360302760722e-216,1.6967678588073691e-214,215.00991165603665,cc-out_vs_cc_in
1095,Cdh20,-31.789251,-1.211239,9.113399825073771e-222,1.6598339681404851e-220,221.04031957584587,cc-out_vs_cc_in
1096,Dock5,-35.31621,-1.0109745,3.3113738034012788e-273,6.688975082870583e-272,272.47999179128317,cc-out_vs_cc_in
1097,C030029H02Rik,-35.43625,-1.164283,4.7241088326523844e-275,9.719416505697776e-274,274.3256801057927,cc-out_vs_cc_in
1098,Sox2,-35.631058,-0.71103734,4.630858175821377e-278,9.707327232712358e-277,277.3343385194599,cc-out_vs_cc_in
1099,Sulf2,-38.51886,-0.73865986,0.0,0.0,inf,cc-out_vs_cc_in
1100,Adamtsl1,-38.866173,-1.6996475,0.0,0.0,inf,cc-out_vs_cc_in
1101,Tnfaip6,-46.938343,-1.4102991,0.0,0.0,inf,cc-out_vs_cc_in
