cell_label,connection_strength
161688747436026654650176510540392211433,0.00014829651743418897
58181776695022611014193138668092143421,0.00014829651743418897
44943142248653779447832011085753663887,0.00014731980761854957
116752430110288879397639873888117102751,9.960779513622484e-05
90801153563202361546995315846250718208,0.00011810577790662037
13279776407982561506498769388580508387,0.00011512610476754716
141221220111862392976162666592850353688,0.00013275863704504732
216232189747967510192467237132170604014,0.00011810577790662037
226641233998293220775435024984179770477,0.00011810577790662037
240860694111132833059273181470087477445,0.00013275863704504732
276267806500786953453493187432499561866,0.00011512610476754716
281526487574347693581408161275381098169,0.00011810577790662037
316210349928152345468949174595394396107,0.00011512610476754716
320674805372180588943503177234045138727,0.00011512610476754716
330044715800056002463065170366081244482,0.00011810577790662037
4578144225642743198278189435167571224,0.00011512610476754716
59144278982149132088858383452461055873,0.00011810577790662037
123610716682518355582970236361998392966,0.00010540345892141235
233941916805384373775346903060459940045,0.00011721675340892173
334380392222779330850688239779681914419,0.00012755370286007258
339894252278044625830847667766377692368,0.00011721675340892173
106995915706382154543398062182279979592,0.00018591494319329768
156833132735300675277515025457601341504,0.0001320630625753964
162659515429617014084274362621784438847,0.00016623906556706777
174824532092567351221361140574099587564,0.00016623906556706777
177718340422279039277793839985049026702,0.00013275863704504732
179161925030277150380843502453302690787,0.00018591494319329768
189582514022772914520290110823014399001,0.00018591494319329768
217031749920197240985776429243311401745,0.00014094355948098634
254928217158098622246060513922612992203,0.00016623906556706777
28115907021018787486504884474295681767,0.00016623906556706777
283913593173207997532149387676791368940,0.00013275863704504732
286144059730143546111763662178355255676,9.786287678116241e-05
292541227616699605926485836867097381324,0.00021294499312316258
310106328260719522380206575098539975738,0.00026411822218608754
47362778454569671590485516934984655493,0.00014094355948098634
66914437156853646273610859840432921300,0.00026411822218608754
67582380705273754532232640224131805952,0.00014094355948098634
82367134888703109134640162469785741679,0.00018591494319329768
86780940395698020204899070775327209235,0.00018591494319329768
88186261629090067521935754700385730841,0.00016623906556706777
97815510598485343231607441578520629442,0.00013275863704504732
194782349254679173859964095920004866714,0.0001320630625753964
326554082515444450766214461769875504658,9.544984717408564e-05
329403559373074398029024313752404337525,0.00010316768579247581
56238725884608505001290647454927089394,0.00010316768579247581
9253176956722502792495013172570083639,0.00010316768579247581
98869992516457128138965610333734847080,8.86968857922212e-05
174186427496677582156411045221782226212,0.00013727960692061343
211459263724524360370109983539115302665,0.00010045939397049981
25478145934751619380048380096073470929,0.00010045939397049981
276290810344932069969701495885887863513,0.00010045939397049981
293328137421571624389198968262474688753,0.00013727960692061343
314365944156150293435756999993250737707,0.00012642327742396948
106044495016663571282854748786510744962,0.00013243846939672344
112075562506857169779951463437206357348,0.00013243846939672344
178476387052588339782021062832329800342,0.00012845923880102684
189555924906839578989767013652618972319,0.0001393491908519108
206090829503715906260718074697440415218,0.0001478143866678077
211002057473415854036341914812878938353,0.00013243846939672344
217987626048254220881470843431912469873,0.00013243846939672344
230504331373793136409717152494914977882,0.00013243846939672344
236662315528691874802466278046419622827,0.0001393491908519108
238980332637244548072276085632921271415,0.00012845923880102684
256297424496070890527599480237900194741,0.00013243846939672344
301472298999103929281168793312218158062,0.0001393491908519108
313901415367645397717067019052672180656,0.0001393491908519108
325550274210548035657293982407001587513,0.0001393491908519108
48784870444550356662525433295579689682,0.0001393491908519108
63408161273525825534625321285185317741,0.0001478143866678077
88036627930103871346372915703253414138,0.0001478143866678077
101236750983657695186591656930558809144,0.00015548692237091091
109772590389359859285274264095300874110,0.00016364642174873426
130612486531675304766304411166501855506,0.00015548692237091091
146838027945601513833829286603584290387,0.00016035191463845857
22211702237732833901080519638892167314,0.00015548692237091091
222165175651088403679187788102384850728,0.00016364642174873426
240320831037356604244029568433050997285,0.00015548692237091091
279273613388423157089841182264518765390,0.00015548692237091091
284237013577364110180683003916065480118,0.00016364642174873426
286690043674075842014717325711957707521,0.00016364642174873426
306295735064906536545995255158997913806,0.00016364642174873426
332543850624399457438671439891891344982,0.00014829651743418897
34317784776772035649670976413632056254,0.00016035191463845857
36742379398479834754680359445894881262,0.00016364642174873426
52274897165897100372480356459097981331,0.00016035191463845857
55358887529848514963978498102753722243,0.00016035191463845857
58837774478461049216211106445266707651,0.00015548692237091091
